"qufu(3).Resampled(3).measure"
"Image","Volume Fraction","Label Volume","Mask Volume","Label Voxel Count","Mask Voxel Count"
"qufu(3).Resampled(3).filtered",0.0121366,4.82029e+08,3.97169e+10,7531710,620577019
