qufu(3).Resampled(3).Label-Analysis(2),,,,,,,,,,13.692,,,,,,,,,21213
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,,13.692,,20,12278,21213,0.578796021,,,,
26880,4372.65,37.1658,2315.94,4686.37,1093.17,304,,,,13.692,,,,,,,,,
3200,1034.35,18.2831,2242.88,4821.5,1085.81,305,,,,13.692,,,,,,,,,
1344,571.95,13.692,3086.58,5104.25,1085.98,306,,,,13.692,,,,,,,,,
87360,10331.5,55.0518,2200.03,1125.52,1113.05,307,,,,13.692,,,,,,,,,
13568,2814.75,29.5919,2802.35,1479.67,1095.29,308,,,,13.692,,,,,,,,,
16448,3170.15,31.5528,3745.94,1641.42,1098.03,309,,,,13.692,,,,,,,,,
2240,826.455,16.2337,2317.7,1697.5,1089.79,310,,,,13.692,,,,,,,,,
68800,8465.61,50.839,2803.6,2607.34,1108.57,311,,,,13.692,,,,,,,,,
33792,5445.75,40.1118,3683.3,2988.65,1102.33,312,,,,13.692,,,,,,,,,
2752,916.639,17.3867,4056.17,3682.36,1092.23,313,,,,13.692,,,,,,,,,
1344,562.708,13.692,2194.38,4265.77,1087.31,314,,,,13.692,,,,,,,,,
205824,17410.8,73.2542,2973.14,4344.74,1118.57,315,,,,13.692,,,,,,,,,
5888,1585.91,22.4039,3601.65,4565.8,1091.67,316,,,,13.692,,,,,,,,,
2368,846.714,16.5372,2160.25,4718.35,1088.55,317,,,,13.692,,,,,,,,,
1792,709.559,15.07,2209.53,4862.53,1090.22,318,,,,13.692,,,,,,,,,
37312,5441.68,41.4588,3553.95,4864.78,1104.14,319,,,,13.692,,,,,,,,,
1536,619.296,14.3152,2460.12,4880.94,1086.76,320,,,,13.692,,,,,,,,,
2112,776.735,15.9184,2393.14,5099.71,1086.57,321,,,,13.692,,,,,,,,,
5120,1432.23,21.3841,2471.91,1355.6,1098.38,322,,,,13.692,,,,,,,,,
2048,793.184,15.7559,2482.96,1636.48,1095.43,323,,,,13.692,,,,,,,,,
26880,4379.07,37.1658,3582.83,2013.71,1102.44,324,,,,13.692,,,,,,,,,
13184,2761.04,29.31,3520.04,3433.49,1100.41,325,,,,13.692,,,,,,,,,
7744,1861.73,24.5465,3177.07,4031.8,1100.49,326,,,,13.692,,,,,,,,,
6592,1686.63,23.2634,3308.94,4238.44,1095.36,327,,,,13.692,,,,,,,,,
39808,5914.71,42.3634,3832.44,4340.03,1107.39,328,,,,13.692,,,,,,,,,
4224,1244.64,20.0559,2399.93,4355.77,1094.02,329,,,,13.692,,,,,,,,,
2112,777.351,15.9184,2842.11,4689.65,1091.66,330,,,,13.692,,,,,,,,,
1792,701.039,15.07,2665.67,4777.39,1093.79,331,,,,13.692,,,,,,,,,
4160,1240.6,19.9541,3956.8,1233.38,1098.99,332,,,,13.692,,,,,,,,,
1792,718.214,15.07,2359.53,1283.39,1096.07,333,,,,13.692,,,,,,,,,
1408,598.237,13.906,3947.68,1335.1,1095.84,334,,,,13.692,,,,,,,,,
1664,679.338,14.7023,3165.42,1410.64,1097.7,335,,,,13.692,,,,,,,,,
8576,2086.62,25.3958,3177.17,1534.48,1103.11,336,,,,13.692,,,,,,,,,
75072,8914.46,52.3391,2399.58,2489.84,1118.53,337,,,,13.692,,,,,,,,,
1664,666.591,14.7023,3264.96,2678.95,1096.93,338,,,,13.692,,,,,,,,,
4416,1276.45,20.3553,2644.87,3014.87,1097.42,339,,,,13.692,,,,,,,,,
1856,724.829,15.2473,2920.61,4086.14,1095.48,340,,,,13.692,,,,,,,,,
1792,693.65,15.07,2201.1,4292.67,1095.5,341,,,,13.692,,,,,,,,,
80192,10161.4,53.5029,3632.2,4344.06,1115.8,342,,,,13.692,,,,,,,,,
43136,6027.72,43.5125,3176.91,4927.76,1110.46,343,,,,13.692,,,,,,,,,
155584,15132.2,66.7302,3781.14,897.408,1131.6,344,,,,13.692,,,,,,,,,
6720,1721.82,23.413,3773.55,1036.82,1107.43,345,,,,13.692,,,,,,,,,
1600,694.372,14.5113,2498,1179.42,1102.61,346,,,,13.692,,,,,,,,,
328064,24436.8,85.5697,3118.58,2061.38,1136.87,347,,,,13.692,,,,,,,,,
1664,679.31,14.7023,2391.42,2070.33,1098.16,348,,,,13.692,,,,,,,,,
58944,8727.95,48.2852,3151.34,2207.35,1121.27,349,,,,13.692,,,,,,,,,
3904,1196.45,19.5361,2296.2,3530.97,1103.52,350,,,,13.692,,,,,,,,,
415488,39853.6,92.5806,3344.07,3983.3,1161.52,351,,,,13.692,,,,,,,,,
44160,6527.01,43.8541,3728.64,4065.02,1114.81,352,,,,13.692,,,,,,,,,
6144,1616.03,22.724,2850.54,4077.6,1103.39,353,,,,13.692,,,,,,,,,
262464,20979.9,79.4372,2301.54,4374.7,1132.37,354,,,,13.692,,,,,,,,,
11392,2489.65,27.9169,2600.55,4602.27,1109.16,355,,,,13.692,,,,,,,,,
12608,2611.22,28.8768,3957.68,4656.34,1107.09,356,,,,13.692,,,,,,,,,
3200,1023.95,18.2831,2995.12,4720.06,1101.09,357,,,,13.692,,,,,,,,,
34112,5202.78,40.238,2532.07,1086.31,1117.03,358,,,,13.692,,,,,,,,,
2816,965.787,17.5204,3211.32,1081.92,1105.66,359,,,,13.692,,,,,,,,,
198592,18422.3,72.386,3428.7,1184.41,1136.4,360,,,,13.692,,,,,,,,,
12992,2794.15,29.1671,2403.07,1523.1,1109.91,361,,,,13.692,,,,,,,,,
2688,915.119,17.2508,2723.81,1854.34,1104.26,362,,,,13.692,,,,,,,,,
2688,937.98,17.2508,2289.34,1986.34,1106.07,363,,,,13.692,,,,,,,,,
30656,5304.69,38.8304,3569.47,3521.76,1119.93,364,,,,13.692,,,,,,,,,
20800,3663.6,34.121,3982.22,3661.4,1117.22,365,,,,13.692,,,,,,,,,
1728,679.179,14.8884,3062.22,3816.58,1104.41,366,,,,13.692,,,,,,,,,
1408,577.281,13.906,2494.96,3835.47,1103.48,367,,,,13.692,,,,,,,,,
2304,822.281,16.3868,2892.62,4518.44,1103.93,368,,,,13.692,,,,,,,,,
4992,1695.82,21.2044,2167.16,4660.28,1111.09,369,,,,13.692,,,,,,,,,
2304,819.681,16.3868,2606.4,5017.66,1104.71,370,,,,13.692,,,,,,,,,
3904,1197.79,19.5361,2233.78,1513.14,1112.57,371,,,,13.692,,,,,,,,,
1792,702.892,15.07,2400.96,2047.67,1110.07,372,,,,13.692,,,,,,,,,
1856,727.457,15.2473,3218.96,2452.9,1107.76,373,,,,13.692,,,,,,,,,
43648,6143,43.684,3901.8,4000.78,1124.9,374,,,,13.692,,,,,,,,,
2432,934.483,16.6848,3810.64,4276.16,1109.77,375,,,,13.692,,,,,,,,,
6144,1719.56,22.724,2978.21,4577.27,1115.97,376,,,,13.692,,,,,,,,,
3904,1214.45,19.5361,2159.02,4616.22,1113.23,377,,,,13.692,,,,,,,,,
5056,1442.97,21.2946,2376.58,4685.63,1110.63,378,,,,13.692,,,,,,,,,
3712,1133.22,19.2104,3687.3,4840.83,1109.48,379,,,,13.692,,,,,,,,,
1728,669.989,14.8884,2901.03,5067.84,1108.56,380,,,,13.692,,,,,,,,,
5504,1507.31,21.9058,3553.05,996.824,1117.12,381,,,,13.692,,,,,,,,,
1344,566.08,13.692,3986.39,1082.34,1111.88,382,,,,13.692,,,,,,,,,
5440,1783.79,21.8206,2435.24,1114.49,1115.64,383,,,,13.692,,,,,,,,,
3520,1084.48,18.8733,2350.01,1465.65,1113.04,384,,,,13.692,,,,,,,,,
2368,853.303,16.5372,2634.52,1525.91,1112.23,385,,,,13.692,,,,,,,,,
2048,775.498,15.7559,2662.33,1745.48,1111.56,386,,,,13.692,,,,,,,,,
3904,1191.71,19.5361,2205.45,1781.14,1113.36,387,,,,13.692,,,,,,,,,
2816,973.254,17.5204,2734.32,1891.47,1114.75,388,,,,13.692,,,,,,,,,
15360,3035.93,30.8412,2534.24,2274.59,1121.01,389,,,,13.692,,,,,,,,,
9472,2174.96,26.2511,2914.15,3513.83,1119.47,390,,,,13.692,,,,,,,,,
1920,780.751,15.4206,2295.49,3919.24,1111.6,391,,,,13.692,,,,,,,,,
3904,1295.44,19.5361,3859.81,4015.23,1121.69,392,,,,13.692,,,,,,,,,
4480,1306.57,20.4531,3283.36,4106.07,1116.42,393,,,,13.692,,,,,,,,,
31168,4941.56,39.0454,3257.62,4128.87,1125.36,394,,,,13.692,,,,,,,,,
174528,22022.8,69.3355,3178.01,4223.36,1144.34,395,,,,13.692,,,,,,,,,
4544,1734.79,20.5501,2382.34,4354.6,1123.16,396,,,,13.692,,,,,,,,,
2368,852.634,16.5372,2827.06,4414.89,1112.23,397,,,,13.692,,,,,,,,,
1664,660.694,14.7023,3262.03,4507.41,1113.85,398,,,,13.692,,,,,,,,,
16128,3095.92,31.3469,3446.59,4750.75,1117.95,399,,,,13.692,,,,,,,,,
16512,4450.21,31.5937,2198.65,4822.87,1120.7,400,,,,13.692,,,,,,,,,
1408,607.426,13.906,2354.77,1068.38,1117.48,401,,,,13.692,,,,,,,,,
1920,755.264,15.4206,2408.16,1143.5,1120.4,402,,,,13.692,,,,,,,,,
5504,1506.26,21.9058,2615.47,1346.17,1119.07,403,,,,13.692,,,,,,,,,
280576,21578.7,81.2239,2956.56,1573.71,1150.37,404,,,,13.692,,,,,,,,,
2624,900.807,17.1128,2344.13,2205.35,1117.08,405,,,,13.692,,,,,,,,,
3072,1001.5,18.036,3852.79,4156.6,1117.01,406,,,,13.692,,,,,,,,,
24512,5712.16,36.0407,3090.54,4390.4,1130.57,407,,,,13.692,,,,,,,,,
14528,2978.21,30.274,2668.45,4467.58,1125.26,408,,,,13.692,,,,,,,,,
1600,631.243,14.5113,3990.8,4495.1,1117.49,409,,,,13.692,,,,,,,,,
1792,684.643,15.07,4001.67,4671.53,1115.07,410,,,,13.692,,,,,,,,,
10560,2330.08,27.22,3566.69,4959.66,1123.39,411,,,,13.692,,,,,,,,,
1472,731.648,14.1136,3731.13,5065.02,1116.67,412,,,,13.692,,,,,,,,,
1536,613.479,14.3152,2982.46,5082.94,1117.76,413,,,,13.692,,,,,,,,,
56960,7464.34,47.7372,3457.63,855.224,1137.08,414,,,,13.692,,,,,,,,,
2880,974.257,17.6522,2292.2,1651.37,1121.06,415,,,,13.692,,,,,,,,,
4608,1472.76,20.6461,3076.07,1710.66,1126.26,416,,,,13.692,,,,,,,,,
3200,1234.39,18.2831,2574.96,1749.5,1127.73,417,,,,13.692,,,,,,,,,
19136,3506.42,33.1857,3722.65,1939.33,1129.19,418,,,,13.692,,,,,,,,,
95360,10805.2,56.6834,3355.29,2086.69,1147.54,419,,,,13.692,,,,,,,,,
1600,649.703,14.5113,2231.44,2624.06,1118.61,420,,,,13.692,,,,,,,,,
14912,2950.35,30.5384,2693.77,2782.47,1127.55,421,,,,13.692,,,,,,,,,
51520,6817.43,46.1664,3275.79,3910.5,1137.45,422,,,,13.692,,,,,,,,,
12992,2736.1,29.1671,3987.69,4015.95,1129,423,,,,13.692,,,,,,,,,
1792,697.102,15.07,2537.67,4024.25,1119.22,424,,,,13.692,,,,,,,,,
1408,583.741,13.906,3201.14,4042.56,1122.2,425,,,,13.692,,,,,,,,,
257024,28169.9,78.8845,3361.86,4275.18,1169.16,426,,,,13.692,,,,,,,,,
33408,5101.75,39.9593,2841.19,4744.87,1133.08,427,,,,13.692,,,,,,,,,
2112,780.698,15.9184,2785.99,4805.04,1121.96,428,,,,13.692,,,,,,,,,
1664,803.278,14.7023,2554.03,4827.41,1121.55,429,,,,13.692,,,,,,,,,
1792,692.007,15.07,2867.53,5118.1,1118.79,430,,,,13.692,,,,,,,,,
2944,971.787,17.782,3932.09,3524.75,1127.54,431,,,,13.692,,,,,,,,,
4160,1265.65,19.9541,2965.85,3901.81,1128.35,432,,,,13.692,,,,,,,,,
2496,867.052,16.8299,2181.42,4212.74,1125.5,433,,,,13.692,,,,,,,,,
1536,628.59,14.3152,3689.62,4262.77,1125.6,434,,,,13.692,,,,,,,,,
9408,2169.24,26.1919,3558.41,4379.86,1129.73,435,,,,13.692,,,,,,,,,
1856,702.972,15.2473,3709.03,4559.93,1122.52,436,,,,13.692,,,,,,,,,
1408,583.741,13.906,3782.59,4640.92,1123.66,437,,,,13.692,,,,,,,,,
1472,589.177,14.1136,2599.13,4755.45,1123.28,438,,,,13.692,,,,,,,,,
7680,1894.97,24.4787,3745.26,4998.87,1130.1,439,,,,13.692,,,,,,,,,
1536,623.443,14.3152,2968.79,1079.1,1130.1,440,,,,13.692,,,,,,,,,
25408,4376.53,36.4746,2336.01,1343.5,1138.17,441,,,,13.692,,,,,,,,,
26880,4443.92,37.1658,2332.22,1392.19,1139.6,442,,,,13.692,,,,,,,,,
1600,649.573,14.5113,3217.36,1706.14,1129.17,443,,,,13.692,,,,,,,,,
121856,13503,61.5105,3414.07,1877.98,1158.47,444,,,,13.692,,,,,,,,,
24960,4184.01,36.259,2622.32,1896.53,1138.21,445,,,,13.692,,,,,,,,,
2304,844.886,16.3868,2737.07,2030.33,1130.71,446,,,,13.692,,,,,,,,,
4864,1360.63,21.0216,2983.48,2333.31,1132.77,447,,,,13.692,,,,,,,,,
121088,12068.1,61.381,2796.92,3089.12,1154.65,448,,,,13.692,,,,,,,,,
2048,847.408,15.7559,2398.58,3583.35,1129.06,449,,,,13.692,,,,,,,,,
2432,867.877,16.6848,3063.17,4118.89,1129.46,450,,,,13.692,,,,,,,,,
6528,1677.59,23.1879,3731.9,4282.91,1133.6,451,,,,13.692,,,,,,,,,
93760,11621.6,56.3646,3532.79,4747.62,1152.59,452,,,,13.692,,,,,,,,,
9920,2327.06,26.6586,2334.47,1431.95,1139.76,453,,,,13.692,,,,,,,,,
1792,706.449,15.07,2406.24,1582.53,1133.36,454,,,,13.692,,,,,,,,,
3136,1040.33,18.1604,2786.96,1633.63,1133.22,455,,,,13.692,,,,,,,,,
43456,6160.72,43.6198,2745.75,1714.84,1149.05,456,,,,13.692,,,,,,,,,
1792,726.5,15.07,2501.96,1961.53,1131.93,457,,,,13.692,,,,,,,,,
3712,1183.67,19.2104,2374.82,2211.38,1135.14,458,,,,13.692,,,,,,,,,
41728,6051.65,43.0338,2309.86,3737.42,1147.05,459,,,,13.692,,,,,,,,,
31872,6060.67,39.3372,3499.16,4230.84,1148.82,460,,,,13.692,,,,,,,,,
1600,655.598,14.5113,3999.92,1526.14,1137.49,461,,,,13.692,,,,,,,,,
7296,1832.15,24.0637,3247.17,1688.02,1138.86,462,,,,13.692,,,,,,,,,
19136,3524.52,33.1857,3480.58,1715.06,1144.79,463,,,,13.692,,,,,,,,,
3008,1010.61,17.9099,2856.57,1893.91,1139.27,464,,,,13.692,,,,,,,,,
4736,1342.63,20.8355,2872.09,2866.51,1139.15,465,,,,13.692,,,,,,,,,
2240,792.516,16.2337,2712.67,3841.62,1136.19,466,,,,13.692,,,,,,,,,
1536,645.53,14.3152,2178.29,4094.77,1137.1,467,,,,13.692,,,,,,,,,
1344,589.609,13.692,2173.05,4333.2,1133.6,468,,,,13.692,,,,,,,,,
6528,2068.21,23.1879,3427.54,4415.73,1141.25,469,,,,13.692,,,,,,,,,
3968,1183.99,19.6422,3006.18,4485.3,1138.74,470,,,,13.692,,,,,,,,,
1472,589.845,14.1136,3806.61,4539.45,1136.15,471,,,,13.692,,,,,,,,,
249024,19687.9,78.0574,2232.58,4646.21,1167.5,472,,,,13.692,,,,,,,,,
2048,753.77,15.7559,2878.96,4682.1,1136.06,473,,,,13.692,,,,,,,,,
2560,884.975,16.9726,2588.86,4702.4,1138.73,474,,,,13.692,,,,,,,,,
1472,595.688,14.1136,2472.35,4779.8,1134.76,475,,,,13.692,,,,,,,,,
22912,4655.97,35.2388,2551.27,4880.92,1152.63,476,,,,13.692,,,,,,,,,
89280,10172.7,55.4522,2435.34,1015.6,1163.95,477,,,,13.692,,,,,,,,,
65024,8304.32,49.8913,3646.6,1182.89,1153.62,478,,,,13.692,,,,,,,,,
14144,3454.51,30.0048,3104.01,1313.73,1150.9,479,,,,13.692,,,,,,,,,
18240,3623.02,32.6594,3736.33,3259.57,1156.24,480,,,,13.692,,,,,,,,,
5184,1439.33,21.4728,3433.92,3617.67,1143.33,481,,,,13.692,,,,,,,,,
5632,1540.44,22.0744,3044.32,3865.97,1145.89,482,,,,13.692,,,,,,,,,
1600,624.628,14.5113,3735.44,4607.26,1142.45,483,,,,13.692,,,,,,,,,
86464,10804.7,54.8629,2673.35,4662.84,1176.9,484,,,,13.692,,,,,,,,,
2176,783.481,16.0776,3468.72,4926.99,1140.34,485,,,,13.692,,,,,,,,,
1408,607.348,13.906,3029.5,5078.19,1140.75,486,,,,13.692,,,,,,,,,
4416,1312.44,20.3553,2511.25,713.364,1146.93,487,,,,13.692,,,,,,,,,
1472,613.376,14.1136,2727.83,767.972,1142.58,488,,,,13.692,,,,,,,,,
2368,852.426,16.5372,3984.9,1092.51,1148.01,489,,,,13.692,,,,,,,,,
2112,808.372,15.9184,2534.23,1471.83,1145.36,490,,,,13.692,,,,,,,,,
3904,1225.44,19.5361,3088.66,1665.92,1144.96,491,,,,13.692,,,,,,,,,
4224,1238.26,20.0559,3286.41,1781.04,1147.96,492,,,,13.692,,,,,,,,,
3136,1029.12,18.1604,3140.75,3326.94,1145.71,493,,,,13.692,,,,,,,,,
2368,839.941,16.5372,2951.5,3385.7,1144.88,494,,,,13.692,,,,,,,,,
21824,3837.03,34.672,2285.4,3532.55,1153.86,495,,,,13.692,,,,,,,,,
2752,960.534,17.3867,4009.28,3983.47,1148.42,496,,,,13.692,,,,,,,,,
26112,4362.98,36.8084,3810.58,4062.63,1155.13,497,,,,13.692,,,,,,,,,
7744,1927.12,24.5465,2891.45,4103.33,1148.22,498,,,,13.692,,,,,,,,,
1536,640.382,14.3152,2259.46,4206.27,1144.26,499,,,,13.692,,,,,,,,,
2112,781.445,15.9184,2903.8,4275.47,1145.36,500,,,,13.692,,,,,,,,,
1664,652.329,14.7023,3571.42,4430.33,1144.93,501,,,,13.692,,,,,,,,,
85504,9590.84,54.6591,2244.48,4524.39,1164.45,502,,,,13.692,,,,,,,,,
3008,968.388,17.9099,2889.25,4591.02,1144.63,503,,,,13.692,,,,,,,,,
1472,628.538,14.1136,2660.17,4829.54,1144.67,504,,,,13.692,,,,,,,,,
2176,811.027,16.0776,2452.37,1525.69,1150.81,505,,,,13.692,,,,,,,,,
22400,3863.93,34.9744,3786.05,1589.77,1159.63,506,,,,13.692,,,,,,,,,
1472,604.826,14.1136,3923.3,1637.19,1150.06,507,,,,13.692,,,,,,,,,
4736,1402.19,20.8355,3201.66,2106.4,1155.8,508,,,,13.692,,,,,,,,,
1664,679.154,14.7023,2660.19,2525.56,1148.62,509,,,,13.692,,,,,,,,,
7552,1888.38,24.3419,3000.96,2876.19,1152.19,510,,,,13.692,,,,,,,,,
8384,2018.37,25.2049,2654.9,3842.86,1151.82,511,,,,13.692,,,,,,,,,
1600,637.244,14.5113,2857.68,4112.22,1147.09,512,,,,13.692,,,,,,,,,
14272,2936.86,30.0951,2704.64,4207.1,1158.61,513,,,,13.692,,,,,,,,,
2496,851.704,16.8299,4068.8,4240.54,1149.6,514,,,,13.692,,,,,,,,,
94912,10376.5,56.5945,3958.82,4377.56,1169.04,515,,,,13.692,,,,,,,,,
1472,604.8,14.1136,3713.91,4521.36,1146.93,516,,,,13.692,,,,,,,,,
2496,869.574,16.8299,2166.44,4532.85,1148.57,517,,,,13.692,,,,,,,,,
3840,1172.89,19.4287,3827.56,4990.17,1152.4,518,,,,13.692,,,,,,,,,
2880,1008.68,17.6522,3188.82,759.281,1156.62,519,,,,13.692,,,,,,,,,
210176,17514.8,73.7669,2752.5,1626.7,1181.99,520,,,,13.692,,,,,,,,,
4544,1334.32,20.5501,2315.46,2085.81,1155.95,521,,,,13.692,,,,,,,,,
8320,2025.34,25.1406,2642.03,2549.2,1157.76,522,,,,13.692,,,,,,,,,
1920,712.397,15.4206,3663.22,2975.1,1154.93,523,,,,13.692,,,,,,,,,
3840,1145.88,19.4287,3854.36,3204.7,1155.46,524,,,,13.692,,,,,,,,,
1920,732.015,15.4206,2942.82,3215.64,1153.73,525,,,,13.692,,,,,,,,,
27072,4436.08,37.2541,2354.94,3228.23,1166.3,526,,,,13.692,,,,,,,,,
8704,2018.08,25.5215,3781.84,3293.4,1157.84,527,,,,13.692,,,,,,,,,
34560,5321.85,40.4134,3223.37,3614.87,1165.22,528,,,,13.692,,,,,,,,,
1728,663.505,14.8884,3571.25,3666.81,1152.41,529,,,,13.692,,,,,,,,,
2880,944.858,17.6522,2705.18,4174.39,1152.98,530,,,,13.692,,,,,,,,,
2368,838.139,16.5372,3000.69,4298.02,1154.17,531,,,,13.692,,,,,,,,,
3520,1085.76,18.8733,2856.05,4662.59,1153.04,532,,,,13.692,,,,,,,,,
5888,1609.13,22.4039,3617.22,763.798,1161.15,533,,,,13.692,,,,,,,,,
4032,1208.45,19.7473,3721.24,1382.34,1158.68,534,,,,13.692,,,,,,,,,
2432,900.834,16.6848,2481.8,1449.84,1159.46,535,,,,13.692,,,,,,,,,
1984,762.854,15.5901,2329.41,1513.04,1157.12,536,,,,13.692,,,,,,,,,
1600,655.704,14.5113,3927.44,1522.3,1157.17,537,,,,13.692,,,,,,,,,
16384,3203.2,31.5118,2664.11,1881.67,1165.92,538,,,,13.692,,,,,,,,,
35392,5677.01,40.7351,3216.61,2319.41,1173.82,539,,,,13.692,,,,,,,,,
4736,1357.87,20.8355,2591.44,2573.32,1158.34,540,,,,13.692,,,,,,,,,
129088,16825.7,62.7041,4036.51,3775.02,1199.74,541,,,,13.692,,,,,,,,,
8128,2406.8,24.9457,2322.33,3860.71,1166.58,542,,,,13.692,,,,,,,,,
84928,10161.1,54.5361,2660.09,4077.15,1180.35,543,,,,13.692,,,,,,,,,
3136,1010.74,18.1604,4032.02,4177.06,1159.26,544,,,,13.692,,,,,,,,,
48896,6665.72,45.3689,3060.72,4306.17,1172.06,545,,,,13.692,,,,,,,,,
4096,1246.09,19.8512,3196.58,4381.73,1159.93,546,,,,13.692,,,,,,,,,
29440,4635.03,38.3101,2502.51,4560.25,1170.21,547,,,,13.692,,,,,,,,,
1472,598.341,14.1136,3718.26,4622.41,1158.06,548,,,,13.692,,,,,,,,,
2624,915.224,17.1128,3137.98,4741.35,1158.35,549,,,,13.692,,,,,,,,,
2624,954.613,17.1128,3843.83,935.395,1162.35,550,,,,13.692,,,,,,,,,
4800,1643.73,20.929,2533.25,1449.45,1165.22,551,,,,13.692,,,,,,,,,
122432,14324,61.6073,3815.65,1891.26,1186.81,552,,,,13.692,,,,,,,,,
5120,1459.29,21.3841,3976.86,1921.95,1165.28,553,,,,13.692,,,,,,,,,
1728,670.305,14.8884,3547.55,3067.4,1160.26,554,,,,13.692,,,,,,,,,
8960,2482.96,25.7693,3220.56,4303.56,1166.85,555,,,,13.692,,,,,,,,,
3264,1236.58,18.4042,3237.7,4349.85,1161.91,556,,,,13.692,,,,,,,,,
11200,2532.85,27.7592,4035.96,4399.79,1173.47,557,,,,13.692,,,,,,,,,
1408,583.793,13.906,2355.68,4420.92,1158.93,558,,,,13.692,,,,,,,,,
1344,553.517,13.692,3678.19,4479.86,1160.07,559,,,,13.692,,,,,,,,,
1600,654.746,14.5113,3030.48,4561.5,1161.01,560,,,,13.692,,,,,,,,,
3392,1218.2,18.6417,2285.37,4954.88,1161.72,561,,,,13.692,,,,,,,,,
7424,1870.69,24.2036,2870.78,1005.52,1167.66,562,,,,13.692,,,,,,,,,
2432,880.389,16.6848,3380.85,1127.52,1165.46,563,,,,13.692,,,,,,,,,
3584,1125.44,18.987,3930.46,1294.6,1167.5,564,,,,13.692,,,,,,,,,
2240,826.138,16.2337,2823.41,1297.62,1166.47,565,,,,13.692,,,,,,,,,
1344,592.88,13.692,2809.43,1809.01,1163.12,566,,,,13.692,,,,,,,,,
1600,646.251,14.5113,2296.4,1873.98,1162.77,567,,,,13.692,,,,,,,,,
3392,1089.19,18.6417,3620.54,1884.39,1168.97,568,,,,13.692,,,,,,,,,
5504,1495.95,21.9058,3709.38,4514.41,1167.3,569,,,,13.692,,,,,,,,,
2304,818.961,16.3868,3883.4,4634.66,1164.93,570,,,,13.692,,,,,,,,,
3264,1025.16,18.4042,3210.25,4869.46,1164.19,571,,,,13.692,,,,,,,,,
6336,1666.34,22.9583,3914.19,5010.78,1167.5,572,,,,13.692,,,,,,,,,
3968,1198.41,19.6422,2453.99,1145.43,1169.83,573,,,,13.692,,,,,,,,,
1792,821.122,15.07,2459.81,1268.67,1176.36,574,,,,13.692,,,,,,,,,
3840,1188.93,19.4287,3741.56,1314.7,1172.33,575,,,,13.692,,,,,,,,,
2304,982.471,16.3868,3953.29,1343.77,1169.82,576,,,,13.692,,,,,,,,,
1536,640.435,14.3152,2644.96,1436.27,1170.6,577,,,,13.692,,,,,,,,,
18944,3501.68,33.0743,3693.88,1509.59,1179.66,578,,,,13.692,,,,,,,,,
1536,631.886,14.3152,2489.12,1535.27,1167.43,579,,,,13.692,,,,,,,,,
5056,1405.97,21.2946,3073.94,1655.51,1172.7,580,,,,13.692,,,,,,,,,
1920,733.431,15.4206,2715.09,1677.1,1168.26,581,,,,13.692,,,,,,,,,
2048,781.366,15.7559,3664.33,1825.73,1170.81,582,,,,13.692,,,,,,,,,
51648,6871.98,46.2046,3104.43,1935.17,1186.39,583,,,,13.692,,,,,,,,,
4544,1320.08,20.5501,2914.11,3463.16,1170.71,584,,,,13.692,,,,,,,,,
1728,670.842,14.8884,3059.7,4106.95,1169.15,585,,,,13.692,,,,,,,,,
194688,19377.3,71.9085,2545.41,4169.88,1194.67,586,,,,13.692,,,,,,,,,
5888,1581.02,22.4039,2636.87,4516.58,1171.8,587,,,,13.692,,,,,,,,,
1664,664.869,14.7023,2924.8,4786.18,1167.24,588,,,,13.692,,,,,,,,,
72128,8591.8,51.6458,3470.64,932.079,1195.06,589,,,,13.692,,,,,,,,,
2112,775.602,15.9184,3765.99,1110.62,1173.48,590,,,,13.692,,,,,,,,,
33728,5273.14,40.0864,3933.78,1209.7,1182.27,591,,,,13.692,,,,,,,,,
3776,1162.8,19.3202,2652.11,1211.98,1176.02,592,,,,13.692,,,,,,,,,
6272,1877.15,22.8807,3510.3,1213.39,1177.58,593,,,,13.692,,,,,,,,,
58560,8720.39,48.1801,2251.79,1657.64,1189.87,594,,,,13.692,,,,,,,,,
1408,607.4,13.906,3145.87,1890.74,1170.75,595,,,,13.692,,,,,,,,,
17344,3283.19,32.1157,3717.7,2170.05,1184.05,596,,,,13.692,,,,,,,,,
21248,3747.76,34.3642,3986.69,2223.64,1184.87,597,,,,13.692,,,,,,,,,
10880,2391.61,27.4922,2935.24,3200.3,1180.91,598,,,,13.692,,,,,,,,,
2560,887.418,16.9726,2531.66,3593.6,1173.63,599,,,,13.692,,,,,,,,,
3584,1133.99,18.987,2720.17,3790.46,1174.36,600,,,,13.692,,,,,,,,,
2176,822.765,16.0776,2428.37,3852.63,1174.46,601,,,,13.692,,,,,,,,,
6784,1823.78,23.4871,2947.22,4035.71,1175.57,602,,,,13.692,,,,,,,,,
107456,11226.2,58.9853,3839.04,4336.71,1192.93,603,,,,13.692,,,,,,,,,
2112,778.176,15.9184,3586.11,4446.62,1174.08,604,,,,13.692,,,,,,,,,
6912,1743.24,23.6339,3354.66,4526.58,1177.08,605,,,,13.692,,,,,,,,,
24640,4137.58,36.1033,2625.02,4640.67,1183.18,606,,,,13.692,,,,,,,,,
1408,617.284,13.906,2372.96,4733.83,1172.57,607,,,,13.692,,,,,,,,,
7872,2014.55,24.681,2565.4,4914.94,1175.45,608,,,,13.692,,,,,,,,,
