"chushi.resampled.measure"
"Image","Volume Fraction","Label Volume","Mask Volume","Label Voxel Count","Mask Voxel Count"
"chushi.resampled.filtered",0.0104617,4.23381e+08,4.04697e+10,6615332,632338800
