2(3).Resampled(3).Label-Analysis(3),,,,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,Materials,,,,,
3520,1108.99,18.8733,2624.34,3774.01,4714.64,17346,,,,,,18.8733
3136,1043.54,18.1604,2342.22,3781.31,4713.54,17347,,,,,,18.1604
1408,583.714,13.906,3935.87,3823.1,4713.48,17348,,,,,,13.906
2368,831.471,16.5372,2261.33,3900.4,4714.07,17349,,,,,,16.5372
2432,1019.64,16.6848,2977.9,3933.42,4714.83,17350,,,,,,16.6848
2176,783.378,16.0776,2333.78,4125.69,4710.7,17351,,,,,,16.0776
1344,556.971,13.692,3797.81,4303.1,4710.93,17352,,,,,,13.692
2240,801.837,16.2337,3081.01,4350.07,4713.33,17353,,,,,,16.2337
1344,562.628,13.692,2232.1,1438.72,4717.03,17354,,,,,,13.692
2176,793.21,16.0776,3438.49,1474.63,4718.46,17355,,,,,,16.0776
2048,889.606,15.7559,3031.58,1639.35,4721.56,17356,,,,,,15.7559
1664,658.121,14.7023,2904.65,1934.95,4716.01,17357,,,,,,14.7023
2560,904.693,16.9726,3190.76,2214.9,4719.43,17358,,,,,,16.9726
1408,567.908,13.906,3899.5,2415.28,4714.75,17359,,,,,,13.906
1728,670.278,14.8884,2970.81,2603.99,4717.3,17360,,,,,,14.8884
1536,621.765,14.3152,2936.96,3515.77,4716.93,17361,,,,,,14.3152
2880,950.164,17.6522,3172.91,3586.66,4716.35,17362,,,,,,17.6522
1472,604.8,14.1136,2905.57,3929.36,4714.93,17363,,,,,,14.1136
3456,1112.26,18.7582,2241.99,4067.92,4719.38,17364,,,,,,18.7582
93248,10528.7,56.2618,2274.68,4103.48,4741.66,17365,,,,,,56.2618
2048,878.299,15.7559,2611.96,4308.48,4717.43,17366,,,,,,15.7559
3776,1183.39,19.3202,3055.57,4376.05,4720.49,17367,,,,,,19.3202
3392,1048.92,18.6417,2956.39,1400.76,4722.18,17368,,,,,,18.6417
3776,1171.06,19.3202,3151.09,1474.36,4723.54,17369,,,,,,19.3202
10624,2330.13,27.2749,3912.5,1540.79,4728.45,17370,,,,,,27.2749
1664,766.924,14.7023,2568.19,1558.64,4725.85,17371,,,,,,14.7023
3072,1030.05,18.036,3670.62,1642.44,4724.43,17372,,,,,,18.036
1920,739.888,15.4206,2616.16,1721.1,4721.46,17373,,,,,,15.4206
1920,712.214,15.4206,2500.82,2333.5,4720.93,17374,,,,,,15.4206
1920,723.284,15.4206,3827.22,3286.84,4720.26,17375,,,,,,15.4206
5056,1663.38,21.2946,3232.68,3848.42,4721.01,17376,,,,,,21.2946
2496,870.296,16.8299,2953.83,3909.67,4719.24,17377,,,,,,16.8299
256064,21534.6,78.7862,3160.7,3933.09,4749.31,17378,,,,,,78.7862
5312,1461.25,21.6481,3496.4,3935.44,4724.04,17379,,,,,,21.6481
1472,598.238,14.1136,2812,3986.75,4719.63,17380,,,,,,14.1136
1344,571.95,13.692,3083.34,4025.39,4719.88,17381,,,,,,13.692
1920,717.624,15.4206,3158.69,4207.1,4722.26,17382,,,,,,15.4206
2432,992.204,16.6848,2602.43,4281.84,4721.35,17383,,,,,,16.6848
2560,865.69,16.9726,3324.96,4291.1,4720.93,17384,,,,,,16.9726
1920,721.509,15.4206,2455.89,1497.37,4724.53,17385,,,,,,15.4206
4928,1594.97,21.1134,3935.01,1637.86,4731.09,17386,,,,,,21.1134
2240,798.568,16.2337,3560.44,1771.67,4724.99,17387,,,,,,16.2337
3584,1249.95,18.987,2698.88,1927.25,4727,17388,,,,,,18.987
43584,7447.91,43.6626,3015.78,2020.54,4750.7,17389,,,,,,43.6626
193152,18509.7,71.7189,3841.24,2394.69,4771.61,17390,,,,,,71.7189
5440,1485.04,21.8206,2322.58,2653.27,4730.23,17391,,,,,,21.8206
2816,942.257,17.5204,3109.68,3655.65,4724.93,17392,,,,,,17.5204
1536,610.21,14.3152,3179.12,3771.77,4726.26,17393,,,,,,14.3152
7296,1791.52,24.0637,4051.31,3797.84,4728.9,17394,,,,,,24.0637
2304,813.248,16.3868,3236.62,3819.77,4725.93,17395,,,,,,16.3868
1920,784.871,15.4206,3262.16,3834.57,4725.46,17396,,,,,,15.4206
2112,874.364,15.9184,2371.2,4075.83,4723.9,17397,,,,,,15.9184
7488,1955.77,24.2729,2356.12,4110.15,4727.92,17398,,,,,,24.2729
8384,2023.54,25.2049,3443.63,4117.79,4732.61,17399,,,,,,25.2049
5952,1605.66,22.4848,3016.42,4345.9,4732.01,17400,,,,,,22.4848
147456,14096.4,65.5473,3586.65,1488.13,4761.7,17401,,,,,,65.5473
2304,821.323,16.3868,3111.62,1512.44,4728.82,17402,,,,,,16.3868
2432,984.967,16.6848,3089.9,1646.79,4732.3,17403,,,,,,16.6848
56832,7188.49,47.7014,3257.11,1783.26,4745.49,17404,,,,,,47.7014
3840,1188.64,19.4287,3098.56,1991.7,4732.53,17405,,,,,,19.4287
2624,1005.44,17.1128,3904.52,2365.05,4729.18,17406,,,,,,17.1128
1536,611.986,14.3152,2858.96,2539.1,4726.93,17407,,,,,,14.3152
1600,659,14.5113,2667.92,2908.38,4729.49,17408,,,,,,14.5113
1856,697.233,15.2473,3298.54,3691.1,4727.62,17409,,,,,,15.2473
5248,1623.93,21.5608,3915.93,3792.37,4734.69,17410,,,,,,21.5608
1344,562.708,13.692,2469.81,3855.1,4727.31,17411,,,,,,13.692
1408,577.845,13.906,3791.5,3900.74,4726.93,17412,,,,,,13.906
1344,568.681,13.692,3526.96,3932.44,4729.03,17413,,,,,,13.692
4928,1394.11,21.1134,2860.93,3940.82,4729.37,17414,,,,,,21.1134
1472,610.826,14.1136,2908.17,4002.93,4726.06,17415,,,,,,14.1136
1792,678.695,15.07,3322.81,4055.25,4726.79,17416,,,,,,15.07
249152,20314.2,78.0708,3528.35,4103.18,4765.52,17417,,,,,,78.0708
1728,666.852,14.8884,2903.55,4163.1,4728.41,17418,,,,,,14.8884
2112,769.654,15.9184,3472.77,4168.8,4729.6,17419,,,,,,15.9184
1728,670.305,14.8884,3062.36,4183.7,4728.71,17420,,,,,,14.8884
2304,807.221,16.3868,3141.62,4194.88,4728.93,17421,,,,,,16.3868
2560,878.947,16.9726,2557.26,4208,4728.33,17422,,,,,,16.9726
3264,1057.73,18.4042,3019.9,4291.97,4733.21,17423,,,,,,18.4042
3520,1097.02,18.8733,3684.85,4350.3,4730.5,17424,,,,,,18.8733
4800,1420.54,20.929,3118.21,1436.86,4736.16,17425,,,,,,20.929
3200,1205.93,18.2831,2674.56,1618.94,4741.09,17426,,,,,,18.2831
2688,912.649,17.2508,2332.77,1823.86,4735.41,17427,,,,,,17.2508
3584,1257.7,18.987,3137.53,2055.96,4737.5,17428,,,,,,18.987
6336,1993.78,22.9583,3016.29,2121.97,4744.51,17429,,,,,,22.9583
30592,4786.59,38.8034,3191.17,2153.41,4747.08,17430,,,,,,38.8034
2816,1047.66,17.5204,2797.41,2346.65,4735.48,17431,,,,,,17.5204
1920,736.004,15.4206,3176.02,2388.44,4732.53,17432,,,,,,15.4206
4416,1290.58,20.3553,3525.85,2440.84,4737.95,17433,,,,,,20.3553
1344,655.677,13.692,3189.05,2735.86,4733.03,17434,,,,,,13.692
2048,756.448,15.7559,3876.21,3215.85,4732.06,17435,,,,,,15.7559
17792,3281.32,32.3898,2400.74,3654.84,4743.49,17436,,,,,,32.3898
6592,1910.44,23.2634,3352.51,3727.18,4735.59,17437,,,,,,23.2634
50752,6662.88,45.9358,2570.04,3920.2,4751.36,17438,,,,,,45.9358
1344,556.733,13.692,2900.67,4043.86,4730.36,17439,,,,,,13.692
3264,1022.64,18.4042,3205.23,4065.85,4735.17,17440,,,,,,18.4042
2752,933.631,17.3867,2999.14,4172.59,4733.07,17441,,,,,,17.3867
1472,634.459,14.1136,2584,4273.89,4733.71,17442,,,,,,14.1136
2112,773.31,15.9184,2404.05,4367.47,4733.36,17443,,,,,,15.9184
3712,1277.28,19.2104,3486.2,4379.93,4741.48,17444,,,,,,19.2104
1344,577.793,13.692,3280.1,1437.39,4738.36,17445,,,,,,13.692
1920,735.849,15.4206,3077.49,1511.77,4738,17446,,,,,,15.4206
4864,1379.25,21.0216,2968.38,1640.79,4741.67,17447,,,,,,21.0216
3328,1078.89,18.5237,2331.8,1667.03,4739.01,17448,,,,,,18.5237
3904,1206.66,19.5361,2335.15,1704.09,4737.95,17449,,,,,,19.5361
38592,6007.79,41.9276,2801.92,1728.97,4752.16,17450,,,,,,41.9276
1728,670.016,14.8884,3141.03,1775.99,4736.41,17451,,,,,,14.8884
2880,960.048,17.6522,3076.38,2091.81,4738.04,17452,,,,,,17.6522
50880,7133.08,45.9744,3900.42,2539.69,4757.84,17453,,,,,,45.9744
11584,2470.78,28.0729,4009.37,2667.74,4746.18,17454,,,,,,28.0729
194240,16555,71.8533,2723.21,3721.01,4768.73,17455,,,,,,71.8533
2048,750.042,15.7559,3287.21,3959.23,4736.56,17456,,,,,,15.7559
5248,1711.88,21.5608,2259.1,4178.18,4741.61,17457,,,,,,21.5608
1536,607.611,14.3152,3293.96,4239.44,4735.1,17458,,,,,,14.3152
5696,1526.77,22.1577,3944.93,4266.16,4742.03,17459,,,,,,22.1577
5184,1443.9,21.4728,3042.26,4364.04,4742.64,17460,,,,,,21.4728
2048,759.665,15.7559,2991.71,1426.98,4742.56,17461,,,,,,15.7559
79232,9743.39,53.2886,2528.2,1521.93,4766.04,17462,,,,,,53.2886
1408,580.392,13.906,3075.5,1602.92,4740.2,17463,,,,,,13.906
4800,1580.17,20.929,3356.08,1607.1,4748.32,17464,,,,,,20.929
9280,2359.94,26.0725,3294.98,1697.86,4747.26,17465,,,,,,26.0725
2240,817.8,16.2337,2443.07,1879.67,4739.5,17466,,,,,,16.2337
3904,1195.91,19.5361,2358.17,2158.64,4740.51,17467,,,,,,19.5361
2368,837.366,16.5372,3028.58,2210.24,4742.39,17468,,,,,,16.5372
1600,688.476,14.5113,3263.6,2288.38,4738.13,17469,,,,,,14.5113
35584,5213.31,40.8086,2575.14,2692.81,4756.52,17470,,,,,,40.8086
5696,1517.12,22.1577,3674.37,3490.74,4745.54,17471,,,,,,22.1577
1408,577.844,13.906,2391.5,3779.1,4741.3,17472,,,,,,13.906
1856,714.119,15.2473,3115.51,3799.79,4739.07,17473,,,,,,15.2473
1792,697.691,15.07,2900.1,3822.1,4740.07,17474,,,,,,15.07
1920,726.683,15.4206,3003.49,3859.37,4742.53,17475,,,,,,15.4206
1920,718.266,15.4206,3375.36,4258.84,4742.53,17476,,,,,,15.4206
2368,830.829,16.5372,4003.61,4283.54,4741.31,17477,,,,,,16.5372
1792,691.207,15.07,3005.38,4328.1,4741.36,17478,,,,,,15.07
1344,553.596,13.692,2374.19,1515.29,4743.5,17479,,,,,,13.692
5184,1421.78,21.4728,3016.93,1549.57,4746.64,17480,,,,,,21.4728
4736,1407.87,20.8355,2730.15,1631.75,4751.2,17481,,,,,,20.8355
259840,20131.4,79.1716,2822.89,1923.3,4782.78,17482,,,,,,79.1716
203456,17006.4,72.9722,3275.26,2051.27,4776.85,17483,,,,,,72.9722
7168,1818.53,23.9221,2847.03,2165,4751.15,17484,,,,,,23.9221
2752,1137.82,17.3867,2937.84,2245.89,4750.56,17485,,,,,,17.3867
2560,884.738,16.9726,3946.66,2320.7,4747.93,17486,,,,,,16.9726
2048,753.77,15.7559,2862.83,2827.35,4745.81,17487,,,,,,15.7559
3712,1133.99,19.2104,3198.34,3564.76,4747.76,17488,,,,,,19.2104
2944,971.761,17.782,2589.3,3634.93,4745.54,17489,,,,,,17.782
92992,10748.2,56.2103,2514.46,3681.15,4767.06,17490,,,,,,56.2103
184576,17239.1,70.6413,2944.54,3932.73,4775.72,17491,,,,,,70.6413
1920,720.762,15.4206,2976.56,4023.5,4744.26,17492,,,,,,15.4206
1600,644.705,14.5113,2626.8,4031.74,4743.41,17493,,,,,,14.5113
1344,571.95,13.692,3547.53,4332.82,4743.88,17494,,,,,,13.692
1664,639.845,14.7023,2499.57,4382.8,4742.93,17495,,,,,,14.7023
2432,854.437,16.6848,2450.96,1558.89,4748.83,17496,,,,,,16.6848
2112,766.335,15.9184,2412.9,1620.31,4748.39,17497,,,,,,15.9184
3264,1246.14,18.4042,2588.84,1705.3,4751.32,17498,,,,,,18.4042
14208,2830.61,30.05,3748.54,1771.07,4757.04,17499,,,,,,30.05
1984,738.527,15.5901,2686.57,1778.97,4749.38,17500,,,,,,15.5901
2624,885.643,17.1128,2332.81,1808.76,4748,17501,,,,,,17.1128
1600,634.486,14.5113,2568.24,1879.58,4749.33,17502,,,,,,14.5113
1664,649.729,14.7023,3086.49,1978.33,4749.24,17503,,,,,,14.7023
2944,988.367,17.782,3427.91,2075.02,4751.45,17504,,,,,,17.782
4224,1230.25,20.0559,2486.05,2128.44,4751.78,17505,,,,,,20.0559
1920,856.388,15.4206,2522.96,2146.97,4750.53,17506,,,,,,15.4206
1920,724.136,15.4206,3012.29,2343.64,4751.33,17507,,,,,,15.4206
1600,633.714,14.5113,2328.4,2351.42,4747.41,17508,,,,,,14.5113
3392,1073.17,18.6417,2492.54,2718.57,4752.21,17509,,,,,,18.6417
6400,1650.4,23.0353,3911.32,3045.98,4752.69,17510,,,,,,23.0353
1664,766.386,14.7023,2225.88,3783.56,4749.7,17511,,,,,,14.7023
4928,1378.37,21.1134,2634.9,3825.39,4751.76,17512,,,,,,21.1134
1472,688.501,14.1136,2472.87,3849.19,4749.71,17513,,,,,,14.1136
84352,9950.85,54.4125,3938.58,4085.5,4774.79,17514,,,,,,54.4125
1600,637.114,14.5113,3685.68,4098.3,4748.21,17515,,,,,,14.5113
1472,591.516,14.1136,3186.43,4262.58,4746.76,17516,,,,,,14.1136
2560,961.947,16.9726,3276.76,4336.1,4747.73,17517,,,,,,16.9726
9280,2119.01,26.0725,2515.2,4348.56,4755.23,17518,,,,,,26.0725
27200,4438.28,37.3127,2378.48,1546.17,4764.17,17519,,,,,,37.3127
9344,2934.31,26.1323,3144.57,1584.23,4765.92,17520,,,,,,26.1323
6080,1591.83,22.6448,2320.47,1624.62,4755.27,17521,,,,,,22.6448
1792,714.63,15.07,3112.24,1634.53,4754.5,17522,,,,,,15.07
4032,1196.99,19.7473,2392.61,1701.2,4753.53,17523,,,,,,19.7473
1728,681.728,14.8884,3656.88,1715.99,4753.01,17524,,,,,,14.8884
3264,1039.37,18.4042,2626.72,1784.75,4755.56,17525,,,,,,18.4042
1408,580.421,13.906,3384.96,2019.47,4753.48,17526,,,,,,13.906
5248,1446.72,21.5608,3234.81,2208.18,4758.39,17527,,,,,,21.5608
16768,3222.64,31.7561,3447.66,2764.95,4763.39,17528,,,,,,31.7561
13632,2733.11,29.6383,2622.13,2853.94,4760.45,17529,,,,,,29.6383
1472,589.766,14.1136,3010.96,3334.93,4752.15,17530,,,,,,14.1136
33856,5377.16,40.1371,3390.36,3943.77,4766.24,17531,,,,,,40.1371
4992,1662.24,21.2044,2323.78,4050.33,4757.29,17532,,,,,,21.2044
71616,8380.69,51.5233,2462.77,4059.88,4772.04,17533,,,,,,51.5233
4544,1303.35,20.5501,3581.49,4072.85,4753.64,17534,,,,,,20.5501
5184,1436.5,21.4728,3092.83,4107.45,4755.47,17535,,,,,,21.4728
1792,678.747,15.07,2926.53,4126.67,4752.5,17536,,,,,,15.07
153472,15567.6,66.4268,3663.93,4152.19,4786.67,17537,,,,,,66.4268
2816,942.207,17.5204,2886.87,4148.38,4753.39,17538,,,,,,17.5204
7232,1790.75,23.9931,2473.33,4226.68,4759.18,17539,,,,,,23.9931
2240,812.292,16.2337,2579.3,1570.65,4760.19,17540,,,,,,16.2337
3008,978.456,17.9099,3065.59,1586.25,4757.74,17541,,,,,,17.9099
1664,653.079,14.7023,2479.88,1633.72,4755.55,17542,,,,,,14.7023
1344,562.629,13.692,2633.62,1662.91,4756.07,17543,,,,,,13.692
1344,583.74,13.692,3056.67,1904.06,4757.22,17544,,,,,,13.692
1984,820.243,15.5901,3796.5,1927.36,4756.35,17545,,,,,,15.5901
1792,688.606,15.07,3048.53,2010.39,4756.79,17546,,,,,,15.07
30016,4758.36,38.5583,2458.12,2013.57,4770.17,17547,,,,,,38.5583
1536,610.053,14.3152,2651.29,2255.27,4756.1,17548,,,,,,14.3152
61120,7578.26,48.8722,3346.38,2604.51,4777.88,17549,,,,,,48.8722
83968,9461.27,54.3298,3523.04,3047.08,4781.88,17550,,,,,,54.3298
2432,857.062,16.6848,3044.96,3255.52,4757.98,17551,,,,,,16.6848
178304,15810.5,69.832,3648.2,3359.58,4792.17,17552,,,,,,69.832
10944,2374.72,27.546,3352.97,3726.24,4764.26,17553,,,,,,27.546
4480,1303.81,20.4531,3099.64,3814.36,4760.7,17554,,,,,,20.4531
16128,3090.44,31.3469,2978.81,3837.75,4766.06,17555,,,,,,31.3469
4032,1205.72,19.7473,2871.15,3890.47,4760.52,17556,,,,,,19.7473
1536,606.759,14.3152,2426.29,3919.1,4755.26,17557,,,,,,14.3152
148928,14490.4,65.7647,2920.86,4038.88,4789.71,17558,,,,,,65.7647
551744,35904.6,101.761,3172.54,4132.34,4803.83,17559,,,,,,101.761
1600,640.461,14.5113,3454.32,4149.66,4757.17,17560,,,,,,14.5113
1536,697.05,14.3152,3798.79,4180.6,4756.6,17561,,,,,,14.3152
1472,588.915,14.1136,2627.83,4187.28,4754.76,17562,,,,,,14.1136
3584,1108.7,18.987,3035.24,4213.25,4757.93,17563,,,,,,18.987
3648,1324.48,19.0994,2344.85,4237.14,4760.48,17564,,,,,,19.0994
5504,1495.96,21.9058,3854.86,4296.78,4761.07,17565,,,,,,21.9058
5568,1795.43,21.9904,3068.84,4323.75,4757.97,17566,,,,,,21.9904
5888,1590.55,22.4039,3167.61,1428.1,4767.71,17567,,,,,,22.4039
49536,6621.53,45.566,3828.15,1531.23,4777.12,17568,,,,,,45.566
2176,795.967,16.0776,2595.66,1583.46,4762.81,17569,,,,,,16.0776
1344,571.897,13.692,3084.48,1665.39,4758.74,17570,,,,,,13.692
2368,844.088,16.5372,3258.63,1690.67,4763.47,17571,,,,,,16.5372
2688,924.466,17.2508,2710.86,1876.34,4763.03,17572,,,,,,17.2508
2240,801.301,16.2337,3114.04,2011.1,4760.76,17573,,,,,,16.2337
5312,1597.19,21.6481,3371.73,2316.79,4762.84,17574,,,,,,21.6481
2048,744.553,15.7559,2889.58,3110.48,4761.31,17575,,,,,,15.7559
3712,1132.49,19.2104,2713.71,3245.1,4763.97,17576,,,,,,19.2104
1408,586.42,13.906,3607.68,3535.83,4759.11,17577,,,,,,13.906
1600,631.297,14.5113,2545.68,3776.06,4758.45,17578,,,,,,14.5113
348416,24493,87.3038,3324.01,3881.04,4801.6,17579,,,,,,87.3038
3200,1025.83,18.2831,2373.76,3983.74,4761.17,17580,,,,,,18.2831
1664,658.067,14.7023,3531.88,4029.41,4762.47,17581,,,,,,14.7023
4544,1315.81,20.5501,3702.17,4225.19,4762.99,17582,,,,,,20.5501
1792,763.039,15.07,2647.38,4279.96,4760.65,17583,,,,,,15.07
1664,667.416,14.7023,3102.8,1445.26,4765.09,17584,,,,,,14.7023
2752,924.439,17.3867,3073.1,1520.13,4767.02,17585,,,,,,17.3867
6784,1723.5,23.4871,2324.92,1569.71,4771.2,17586,,,,,,23.4871
1920,744.984,15.4206,2522.69,1712.97,4764.8,17587,,,,,,15.4206
3328,1063.8,18.5237,3077.96,1752.56,4768.24,17588,,,,,,18.5237
1344,631.035,13.692,3008.48,1846.15,4761.98,17589,,,,,,13.692
1792,690.46,15.07,3449.96,1903.1,4766.22,17590,,,,,,15.07
7488,1826.07,24.2729,3600.43,2368.95,4769.63,17591,,,,,,24.2729
16320,3124.66,31.4708,3746.61,2471.18,4775.03,17592,,,,,,31.4708
3648,1109.53,19.0994,2718.11,2821.56,4767.63,17593,,,,,,19.0994
21568,3737.96,34.5359,2511.99,3068.99,4775.69,17594,,,,,,34.5359
3328,1051.52,18.5237,3580.03,3225.41,4765.93,17595,,,,,,18.5237
1728,664.147,14.8884,3194.22,3303.4,4763.67,17596,,,,,,14.8884
2176,777.272,16.0776,3257.43,3460.51,4764.58,17597,,,,,,16.0776
5568,1509.55,21.9904,3413.9,3644.25,4767.16,17598,,,,,,21.9904
6912,2302.83,23.6339,2460.88,3884.95,4768.93,17599,,,,,,23.6339
141312,14320.5,64.624,3765.85,3914.97,4794.77,17600,,,,,,64.624
1664,649.729,14.7023,2282.34,3931.41,4764.16,17601,,,,,,14.7023
2304,817.054,16.3868,2889.29,3989.66,4766.6,17602,,,,,,16.3868
2432,855.185,16.6848,2497.8,4001.84,4763.56,17603,,,,,,16.6848
227264,19983.7,75.7142,2745.64,4048.86,4801.11,17604,,,,,,75.7142
2240,794.579,16.2337,2863.98,4107.67,4764.76,17605,,,,,,16.2337
1472,604.316,14.1136,3194.43,4200.67,4765.19,17606,,,,,,14.1136
1344,571.176,13.692,2547.15,4356.06,4765.6,17607,,,,,,13.692
1984,792.699,15.5901,3123.09,1446.84,4769.38,17608,,,,,,15.5901
3136,1023.31,18.1604,3773.9,1534.12,4771.99,17609,,,,,,18.1604
7680,1888.66,24.4787,2977.39,1554.5,4775.16,17610,,,,,,24.4787
4800,1352.19,20.929,3444.4,1620.86,4773.17,17611,,,,,,20.929
1472,598.158,14.1136,3052.35,1718.58,4768.67,17612,,,,,,14.1136
1408,667.285,13.906,2568.23,1733.83,4768.93,17613,,,,,,13.906
1344,565.386,13.692,2885.05,1805.39,4766.93,17614,,,,,,13.692
4352,1259.12,20.2565,3601.84,1915.69,4770.81,17615,,,,,,20.2565
1600,627.228,14.5113,2919.44,1951.26,4767.09,17616,,,,,,14.5113
1408,574.629,13.906,3403.87,2375.83,4769.48,17617,,,,,,13.906
4160,1208.94,19.9541,4012.86,2449.2,4772.84,17618,,,,,,19.9541
1344,553.596,13.692,2883.53,2526.34,4767.12,17619,,,,,,13.692
3904,1163.73,19.5361,3074.24,3033.53,4770.67,17620,,,,,,19.5361
50432,6657.97,45.8391,3379.67,3619.11,4786.57,17621,,,,,,45.8391
308800,22707.5,83.8609,3524.21,3732.69,4807.52,17622,,,,,,83.8609
1728,658.278,14.8884,2895.55,3911.1,4770.34,17623,,,,,,14.8884
3776,1167.56,19.3202,2852.45,3946.7,4773.3,17624,,,,,,19.3202
23168,3917.46,35.3696,3128.02,4000.53,4779.66,17625,,,,,,35.3696
1408,589.556,13.906,3053.68,4192.92,4767.66,17626,,,,,,13.906
7488,1828.42,24.2729,3346.79,1499.21,4779.41,17627,,,,,,24.2729
1728,675.964,14.8884,2524.44,1755.99,4772.71,17628,,,,,,14.8884
7936,1921.79,24.7477,2516.92,1783.84,4779.42,17629,,,,,,24.7477
2496,864.479,16.8299,2361.73,1813.87,4773.19,17630,,,,,,16.8299
7616,1855.68,24.4105,2853.78,2204.95,4778.09,17631,,,,,,24.4105
3712,1116.25,19.2104,2510.61,2209.17,4775.35,17632,,,,,,19.2104
62080,8736.46,49.1267,2749.07,2230.95,4795.09,17633,,,,,,49.1267
4416,1431.16,20.3553,4031.59,2233.65,4782.7,17634,,,,,,20.3553
61632,7547.91,49.0083,3039.25,2410.29,4791.77,17635,,,,,,49.0083
44352,7288.8,43.9176,3535.09,2531.63,4790.84,17636,,,,,,43.9176
1984,742.622,15.5901,2989.8,2576.26,4771.45,17637,,,,,,15.5901
41792,5910.91,43.0558,3444.92,3306.61,4789.14,17638,,,,,,43.0558
14528,2877.52,30.274,2922.92,3375.6,4782.84,17639,,,,,,30.274
19520,4108.58,33.4062,3775.48,3840.74,4790.2,17640,,,,,,33.4062
1664,655.573,14.7023,2719.73,3892.95,4771.09,17641,,,,,,14.7023
1472,594.81,14.1136,3383.48,3915.1,4771.97,17642,,,,,,14.1136
1856,697.234,15.2473,3055.65,4078.96,4774.38,17643,,,,,,15.2473
2368,819.575,16.5372,3840.58,4192.83,4772.55,17644,,,,,,16.5372
1856,696.512,15.2473,2218.96,4239.52,4773.14,17645,,,,,,15.2473
3392,1069.78,18.6417,3087.26,1624.46,4778.78,17646,,,,,,18.6417
4480,1281.33,20.4531,3391.07,1821.67,4779.27,17647,,,,,,20.4531
1856,896.196,15.2473,3913.44,1848.62,4781.69,17648,,,,,,15.2473
1344,559.308,13.692,3699.15,2034.53,4778.17,17649,,,,,,13.692
1344,605.063,13.692,2786.96,2050.91,4779.69,17650,,,,,,13.692
2048,750.528,15.7559,3362.21,2099.48,4777.31,17651,,,,,,15.7559
9024,2065.02,25.8305,3901.76,2297.2,4784.07,17652,,,,,,25.8305
2752,927.736,17.3867,3028.82,2321.61,4779.12,17653,,,,,,17.3867
2624,890.149,17.1128,2380.61,2379.2,4780.69,17654,,,,,,17.1128
1920,712.214,15.4206,3189.36,2381.24,4776.93,17655,,,,,,15.4206
2048,750.291,15.7559,2777.46,3327.6,4775.18,17656,,,,,,15.7559
103872,10973,58.3221,3886.27,3375.84,4798.14,17657,,,,,,58.3221
5056,1436.53,21.2946,2656.02,3370.95,4780.25,17658,,,,,,21.2946
7424,1829.32,24.2036,2704.37,3456.83,4780.55,17659,,,,,,24.2036
2944,1112.16,17.782,2471.74,3805.45,4782.41,17660,,,,,,17.782
2112,933.526,15.9184,3000.29,4115.83,4777.36,17661,,,,,,15.9184
2624,906.087,17.1128,3137.1,1358.52,4782.83,17662,,,,,,17.1128
2944,979.097,17.782,2471.13,1513.45,4782.41,17663,,,,,,17.782
5568,1521.24,21.9904,3162.86,1565.31,4785.23,17664,,,,,,21.9904
1344,562.628,13.692,3067.34,1626.91,4780.46,17665,,,,,,13.692
5952,1574.2,22.4848,2588.38,1631.66,4786.37,17666,,,,,,22.4848
5504,1453.58,21.9058,3027,1810.82,4786.7,17667,,,,,,21.9058
1472,601.584,14.1136,2879.13,1859.8,4782.06,17668,,,,,,14.1136
2304,832.886,16.3868,3961.62,1885.66,4782.71,17669,,,,,,16.3868
29056,4626.46,38.1428,3590.1,1964.42,4793.79,17670,,,,,,38.1428
2240,798.032,16.2337,2839.53,2115.45,4780.76,17671,,,,,,16.2337
4224,1248.04,20.0559,2527.74,2250.74,4782.39,17672,,,,,,20.0559
1536,616.827,14.3152,3126.62,2344.44,4778.93,17673,,,,,,14.3152
4864,1379.71,21.0216,2361.96,2503.52,4784.56,17674,,,,,,21.0216
161472,14569.4,67.5616,2644.78,3063.74,4810.79,17675,,,,,,67.5616
1664,643.061,14.7023,2374.8,3098.95,4781.39,17676,,,,,,14.7023
1408,574.576,13.906,3246.05,3350.92,4779.66,17677,,,,,,13.906
5376,1822.6,21.7347,2769.58,3609.67,4782.98,17678,,,,,,21.7347
1536,610.184,14.3152,3371.62,3691.27,4778.26,17679,,,,,,14.3152
3840,1163.54,19.4287,3066.36,3748.1,4783.93,17680,,,,,,19.4287
2304,811.183,16.3868,2985.62,4060.1,4781.71,17681,,,,,,16.3868
4480,1303.3,20.4531,4033.41,4137.33,4785.5,17682,,,,,,20.4531
39232,7225.74,42.1581,3819.2,4237.71,4800.3,17683,,,,,,42.1581
12928,2646.55,29.1191,2495.59,4360.92,4790.3,17684,,,,,,29.1191
10496,2446.63,27.1649,3888.13,1489.86,4792.3,17685,,,,,,27.1649
20864,3744.47,34.156,4011.62,1539.85,4799.41,17686,,,,,,34.156
1920,768.856,15.4206,3483.89,1594.3,4786.93,17687,,,,,,15.4206
7488,1880.19,24.2729,2800.91,1690.73,4790.73,17688,,,,,,24.2729
5184,1461.53,21.4728,2589.23,1774.81,4788.81,17689,,,,,,21.4728
2880,953.303,17.6522,3485.89,1913.86,4787.11,17690,,,,,,17.6522
1408,577.873,13.906,3012.41,2066.56,4783.48,17691,,,,,,13.906
