2(3).Resampled(3).Label-Analysis(3),,,,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,Materials,,,,,
14208,2818.2,30.05,3615.05,4275.88,1315.72,1230,,,,,,30.05
15232,3067.57,30.7553,3530.82,4301.56,1314.26,1231,,,,,,30.7553
1344,575.165,13.692,3758.96,4437.01,1308.65,1232,,,,,,13.692
3776,1148.43,19.3202,2601.33,4874.7,1308.76,1233,,,,,,19.3202
1600,631.243,14.5113,3267.6,867.583,1313.01,1234,,,,,,14.5113
4032,1217.51,19.7473,2630.32,1199.61,1315.57,1235,,,,,,19.7473
4416,1292.55,20.3553,2345.56,1568.2,1315.05,1236,,,,,,20.3553
2432,828.949,16.6848,2521.59,1576.47,1313.56,1237,,,,,,16.6848
17856,3726.23,32.4286,2345.54,1608.54,1321.66,1238,,,,,,32.4286
2560,879.589,16.9726,2629.06,1863.3,1313.03,1239,,,,,,16.9726
4416,1282.08,20.3553,2696.12,2300.78,1313.95,1240,,,,,,20.3553
1728,673.311,14.8884,2881.03,2365.33,1311.08,1241,,,,,,14.8884
3456,1067.51,18.7582,3945.4,3085.55,1315.01,1242,,,,,,18.7582
8256,1981.26,25.0759,3259.95,3648.99,1317.13,1243,,,,,,25.0759
1664,654.983,14.7023,3044.49,4306.49,1310.78,1244,,,,,,14.7023
4224,1235.48,20.0559,4059.08,4317.35,1314.57,1245,,,,,,20.0559
51264,6814.25,46.0898,4019.77,4388.96,1328.92,1246,,,,,,46.0898
1344,575.194,13.692,2561.43,4433.39,1310.55,1247,,,,,,13.692
6464,2147.82,23.1118,3209.93,4531.82,1317.03,1248,,,,,,23.1118
2304,868.521,16.3868,3272.85,4541.99,1315.04,1249,,,,,,16.3868
68416,8279.63,50.7442,2246.64,4816.2,1329.03,1250,,,,,,50.7442
1728,670.895,14.8884,3093.47,4862.36,1310.34,1251,,,,,,14.8884
2752,939.501,17.3867,2472.26,1233.34,1317.44,1252,,,,,,17.3867
2112,954.533,15.9184,3789.62,1632.68,1317.11,1253,,,,,,15.9184
150656,17788.6,66.0181,3340.43,1673.59,1342.87,1254,,,,,,66.0181
3264,1030.31,18.4042,2306.02,1885.69,1316.81,1255,,,,,,18.4042
14592,2894.28,30.3183,2815.43,2225.42,1324.23,1256,,,,,,30.3183
35648,5272.66,40.8331,3073.22,2740.71,1329.35,1257,,,,,,40.8331
6464,1641.27,23.1118,3048.7,2842.75,1322.18,1258,,,,,,23.1118
1664,659.922,14.7023,2988.49,3234.49,1315.55,1259,,,,,,14.7023
11584,2502.16,28.0729,2789.74,3819.83,1322.95,1260,,,,,,28.0729
2368,906.652,16.5372,3301.88,4362.89,1314.5,1261,,,,,,16.5372
1664,661.547,14.7023,2395.42,4362.8,1317.39,1262,,,,,,14.7023
196288,18661.7,72.105,2277.76,4643.88,1344.91,1263,,,,,,72.105
7232,1808.43,23.9931,3692.94,4667.95,1321.48,1264,,,,,,23.9931
5952,1550.92,22.4848,2766.91,4767.62,1322.03,1265,,,,,,22.4848
1920,724.215,15.4206,2600.56,930.969,1320,1266,,,,,,15.4206
2240,793.341,16.2337,2313.24,1196.36,1321.1,1267,,,,,,16.2337
2432,873.078,16.6848,2955.38,1423.84,1322.19,1268,,,,,,16.6848
1728,657.688,14.8884,2655.4,1851.25,1319.08,1269,,,,,,14.8884
1792,697.77,15.07,2417.38,2120.96,1322.5,1270,,,,,,15.07
17088,3232.19,31.9569,2641.13,3833.11,1328.4,1271,,,,,,31.9569
5824,2008.11,22.3224,2729.73,3966.4,1327.02,1272,,,,,,22.3224
1984,739.352,15.5901,3867.47,4031.23,1320.48,1273,,,,,,15.5901
80960,9147.99,53.6732,3931.54,4305.93,1342.39,1274,,,,,,53.6732
2432,845.783,16.6848,3845.27,4493,1320.83,1275,,,,,,16.6848
2112,771.613,15.9184,3398.96,1171.22,1325.48,1276,,,,,,15.9184
2752,929.381,17.3867,2589.84,1268.41,1324.51,1277,,,,,,17.3867
40640,6211.92,42.6565,3413.67,1469.86,1339.28,1278,,,,,,42.6565
5312,1463.25,21.6481,2524.11,1463.44,1329.53,1279,,,,,,21.6481
1472,635.392,14.1136,3938.43,1487.1,1326.24,1280,,,,,,14.1136
2368,828.384,16.5372,2336.79,1734.99,1324.44,1281,,,,,,16.5372
14272,2821.88,30.0951,2687.94,2241.97,1334.18,1282,,,,,,30.0951
37760,5513.53,41.6241,3771.99,2438.8,1339.81,1283,,,,,,41.6241
3008,974.308,17.9099,3022.19,2581.4,1324.72,1284,,,,,,17.9099
6592,1699.68,23.2634,3464.47,2664.19,1327.24,1285,,,,,,23.2634
3968,1203.61,19.6422,3921.09,3602.91,1326.87,1286,,,,,,19.6422
2304,816.465,16.3868,3041.73,3716.33,1326.26,1287,,,,,,16.3868
1664,654.722,14.7023,2893.26,4085.41,1323.24,1288,,,,,,14.7023
2240,796.046,16.2337,2344.21,4210.99,1324.19,1289,,,,,,16.2337
2560,876.191,16.9726,2630.36,4356.2,1325.23,1290,,,,,,16.9726
21056,3705.38,34.2604,3461.67,4551.29,1333.06,1291,,,,,,34.2604
2816,1128.47,17.5204,3478.77,4588.19,1327.11,1292,,,,,,17.5204
4800,1360.53,20.929,2238.16,4709.29,1325.97,1293,,,,,,20.929
82816,13424.1,54.0802,3499.19,4737.87,1350.13,1294,,,,,,54.0802
2048,785.794,15.7559,4070.96,4808.6,1326.18,1295,,,,,,15.7559
7168,1814.2,23.9221,3091.96,1437.89,1332.72,1296,,,,,,23.9221
11584,2475.08,28.0729,3775,1480.45,1334.91,1297,,,,,,28.0729
38336,5514.03,41.8346,2308.03,1540.67,1342.92,1298,,,,,,41.8346
2048,750.501,15.7559,3069.96,1679.23,1329.43,1299,,,,,,15.7559
21760,3790.71,34.6381,2602.22,2330.87,1339.94,1300,,,,,,34.6381
33408,5155.29,39.9593,3307.39,2339.79,1342.67,1301,,,,,,39.9593
34944,5208.34,40.5625,2771.74,2591.78,1342.18,1302,,,,,,40.5625
1664,660.59,14.7023,3849.11,2989.72,1330.16,1303,,,,,,14.7023
3520,1093.51,18.8733,2707.1,3561.58,1329.33,1304,,,,,,18.8733
1344,571.072,13.692,2642,4094.15,1328.65,1305,,,,,,13.692
1472,599.036,14.1136,2857.22,4098.58,1326.76,1306,,,,,,14.1136
30848,4765.4,38.9113,2554.28,4317.52,1339.2,1307,,,,,,38.9113
2176,935.793,16.0776,3259.78,4350.4,1330.81,1308,,,,,,16.0776
3200,1265.7,18.2831,3290.8,4586.86,1328.61,1309,,,,,,18.2831
1664,660.799,14.7023,2635.73,1147.87,1332.62,1310,,,,,,14.7023
1856,702.355,15.2473,3755.37,1334.69,1332.31,1311,,,,,,15.2473
301696,23119.1,83.2128,2474.91,1420.96,1372.33,1312,,,,,,83.2128
1856,702.172,15.2473,2630.4,1408.9,1333.69,1313,,,,,,15.2473
185408,20677.2,70.7473,2199.46,1430,1367.19,1314,,,,,,70.7473
9280,2138.55,26.0725,2654.1,1549.48,1336.78,1315,,,,,,26.0725
3584,1341.93,18.987,2344.1,1939.25,1331.22,1316,,,,,,18.987
672576,38805.7,108.705,2855.31,2105.26,1383.39,1317,,,,,,108.705
3392,1052.25,18.6417,2703.11,2917.07,1333.04,1318,,,,,,18.6417
19392,3511.54,33.333,3012.9,3757.48,1345.1,1319,,,,,,33.333
4736,1593.39,20.8355,2266.52,3887.81,1336.88,1320,,,,,,20.8355
97344,11299.8,57.0738,3948.01,4126.05,1353.58,1321,,,,,,57.0738
4160,1224.33,19.9541,2971.82,4180.09,1333.45,1322,,,,,,19.9541
1728,685.233,14.8884,2662.07,4217.18,1333.75,1323,,,,,,14.8884
1664,653.049,14.7023,2951.42,4238.33,1333.55,1324,,,,,,14.7023
6592,1678.47,23.2634,2956.32,4759.06,1337.26,1325,,,,,,23.2634
465280,30033.2,96.1403,3678.37,1087.81,1380.63,1326,,,,,,96.1403
9408,2192.15,26.1919,2711.26,1667.7,1339.01,1327,,,,,,26.1919
1408,571.333,13.906,2495.32,1694.92,1334.39,1328,,,,,,13.906
2944,959.353,17.782,3813.91,1797.8,1337.02,1329,,,,,,17.782
1536,687.885,14.3152,2419.96,1808.44,1334.76,1330,,,,,,14.3152
6912,1740.13,23.6339,2329.22,2295.29,1342.52,1331,,,,,,23.6339
4032,1209.66,19.7473,2421.43,2636.94,1338.68,1332,,,,,,19.7473
1472,589.845,14.1136,3514.61,3867.45,1336.15,1333,,,,,,14.1136
92416,9976.77,56.094,2688.11,4115.74,1356.72,1334,,,,,,56.094
48000,6449.23,45.0901,3275.55,4149.94,1350.87,1335,,,,,,45.0901
36032,5310.12,40.9792,3238.51,4668.4,1353.03,1336,,,,,,40.9792
27584,5380.66,37.4875,3058.93,4747.89,1347.17,1337,,,,,,37.4875
205184,19129,73.1782,3260.41,1102.97,1383.84,1338,,,,,,73.1782
177344,19518.2,69.7064,2863.52,1269.01,1367.05,1339,,,,,,69.7064
1536,613.454,14.3152,4000.12,1455.44,1338.93,1340,,,,,,14.3152
1472,614.095,14.1136,3785.39,1556.84,1339.45,1341,,,,,,14.1136
3648,1109.53,19.0994,3683.52,1897.07,1342.02,1342,,,,,,19.0994
2112,799.315,15.9184,2827.8,1954.86,1343.3,1343,,,,,,15.9184
3264,1038.42,18.4042,3362.8,2372.91,1342.3,1344,,,,,,18.4042
27840,4702.45,37.6031,3616.92,3407.59,1354.46,1345,,,,,,37.6031
1664,673.284,14.7023,2490.19,3424.49,1338.01,1346,,,,,,14.7023
1920,859.146,15.4206,2715.76,3499.37,1341.86,1347,,,,,,15.4206
3328,1077.14,18.5237,3094.03,3659.18,1343.7,1348,,,,,,18.5237
1344,568.628,13.692,2664.29,3766.15,1337.98,1349,,,,,,13.692
1536,619.271,14.3152,2928.62,4383.1,1341.1,1350,,,,,,14.3152
798656,42323.4,115.112,2996.27,4520.71,1391.29,1351,,,,,,115.112
40256,5958.87,42.5217,2361.81,4528.41,1355.47,1352,,,,,,42.5217
9856,2840.95,26.6012,3918.7,4530.12,1349.3,1353,,,,,,26.6012
27136,4804.17,37.2834,2827.6,4636.76,1353.51,1354,,,,,,37.2834
9216,2230.23,26.0125,3725.79,1031.71,1349.01,1355,,,,,,26.0125
1408,574.603,13.906,3118.41,1242.01,1342.39,1356,,,,,,13.906
2048,760.333,15.7559,2665.71,1300.48,1343.43,1357,,,,,,15.7559
2432,844.085,16.6848,2540.96,1366.37,1344.83,1358,,,,,,16.6848
3840,1194.64,19.4287,3857.56,1472.64,1346.53,1359,,,,,,19.4287
22976,3951.31,35.2716,3956.98,1529.18,1357.15,1360,,,,,,35.2716
2112,775.525,15.9184,3748.9,1592.92,1343.9,1361,,,,,,15.9184
5248,1448.45,21.5608,2526.37,1640.91,1347.52,1362,,,,,,21.5608
1920,721.377,15.4206,2400.82,1669.64,1345.33,1363,,,,,,15.4206
1984,741.743,15.5901,2439.99,1705.3,1345.25,1364,,,,,,15.5901
2496,876.988,16.8299,2372.39,1747.72,1345.09,1365,,,,,,16.8299
1920,721.56,15.4206,2897.49,1862.97,1344,1366,,,,,,15.4206
3776,1157.06,19.3202,2768.79,2027.51,1344.56,1367,,,,,,19.3202
6656,1686.09,23.3384,2663.42,2139.3,1348.97,1368,,,,,,23.3384
1984,842.024,15.5901,2828.89,3578.72,1343.96,1369,,,,,,15.5901
1984,760.227,15.5901,2376.12,3816.14,1346.03,1370,,,,,,15.5901
2560,894.086,16.9726,2664.16,3841.7,1345.13,1371,,,,,,16.9726
47360,6322.31,44.8888,2407.26,3891.46,1359.18,1372,,,,,,44.8888
122944,12101,61.6931,2849.52,4139.96,1369.03,1373,,,,,,61.6931
2880,962.439,17.6522,3188.65,4173.24,1348.35,1374,,,,,,17.6522
2048,787.498,15.7559,3488.33,4574.98,1345.81,1375,,,,,,15.7559
2112,784.15,15.9184,2972.05,4729.89,1344.51,1376,,,,,,15.9184
30784,5027.48,38.8844,2347.63,1218.94,1364.33,1377,,,,,,38.8844
31232,5619.28,39.0721,2622.22,1216.12,1369.05,1378,,,,,,39.0721
1344,554.237,13.692,2534.77,1253.39,1346.93,1379,,,,,,13.692
12672,2634.3,28.9256,4026.79,1424.76,1356.33,1380,,,,,,28.9256
22016,3833.62,34.7734,3990.34,1553.41,1358.7,1381,,,,,,34.7734
7488,1823.14,24.2729,3857.42,2350.97,1355.79,1382,,,,,,24.2729
55552,8339.74,47.3406,3316.94,2458.31,1370.41,1383,,,,,,47.3406
1600,621.438,14.5113,2834.96,2475.1,1346.93,1384,,,,,,14.5113
7680,1862.83,24.4787,3855.56,2473.5,1355.3,1385,,,,,,24.4787
2304,823.001,16.3868,3441.51,3671.88,1349.15,1386,,,,,,16.3868
43200,6286.38,43.534,3199.56,3686.14,1363.08,1387,,,,,,43.534
5632,1521.18,22.0744,2751.68,3690.1,1352.43,1388,,,,,,22.0744
2368,840.766,16.5372,2271.5,3753.48,1349.85,1389,,,,,,16.5372
1728,679.179,14.8884,3852.44,3874.36,1349.45,1390,,,,,,14.8884
2112,768.16,15.9184,4020.53,3962.74,1348.26,1391,,,,,,15.9184
6784,1836.29,23.4871,3581.45,4443.71,1354.89,1392,,,,,,23.4871
3072,1004.82,18.036,2275.79,4544.27,1348.6,1393,,,,,,18.036
7296,1907.4,24.0637,3082.04,4775.63,1356.51,1394,,,,,,24.0637
2432,848.567,16.6848,2588.96,950.576,1352.3,1395,,,,,,16.6848
77568,12234.3,52.9129,2637.25,1060.19,1386.6,1396,,,,,,52.9129
1792,689.844,15.07,2522.67,1707.67,1351.07,1397,,,,,,15.07
1472,613.295,14.1136,3118.61,1784.15,1353.71,1398,,,,,,14.1136
1408,577.951,13.906,3122.23,1929.65,1351.11,1399,,,,,,13.906
4800,1384.19,20.929,3104.56,2905.82,1355.62,1400,,,,,,20.929
6272,1647.03,22.8807,3352.87,3099.1,1358.48,1401,,,,,,22.8807
12352,2982.13,28.68,3944.35,3414.15,1359.57,1402,,,,,,28.68
1984,732.684,15.5901,4044.38,3510.33,1351.19,1403,,,,,,15.5901
1728,675.911,14.8884,2703.4,3579.25,1350.93,1404,,,,,,14.8884
1856,721.432,15.2473,3871.65,3742,1351.76,1405,,,,,,15.2473
15040,2920.03,30.6255,3739.91,3853.49,1361.65,1406,,,,,,30.6255
5184,1460.06,21.4728,3521.62,3970.81,1356.41,1407,,,,,,21.4728
3648,1139.73,19.0994,3851.45,4231.17,1355.63,1408,,,,,,19.0994
3200,1015.97,18.2831,3793.44,4258.06,1352.53,1409,,,,,,18.2831
2112,771.639,15.9184,2271.56,4296.07,1350.93,1410,,,,,,15.9184
16768,3186.39,31.7561,2708.94,4725.33,1359.16,1411,,,,,,31.7561
56064,7176.82,47.4856,3529.61,1505.58,1371.57,1412,,,,,,47.4856
1600,631.964,14.5113,3752.4,1991.26,1358.29,1413,,,,,,14.5113
2560,867.827,16.9726,3120.66,2229.4,1357.83,1414,,,,,,16.9726
1536,619.271,14.3152,2659.62,2632.77,1356.76,1415,,,,,,14.3152
4928,1383.11,21.1134,2896.77,3472.97,1361.74,1416,,,,,,21.1134
3008,980.283,17.9099,2263.04,3925.32,1356.46,1417,,,,,,17.9099
10112,2830.61,26.8295,3547.16,3947.89,1363.31,1418,,,,,,26.8295
1728,670.814,14.8884,3259.7,3966.81,1357.3,1419,,,,,,14.8884
2368,831.444,16.5372,3429.66,4076.83,1357.74,1420,,,,,,16.5372
2752,945.342,17.3867,4063.05,4341.89,1359.3,1421,,,,,,17.3867
3264,1246.01,18.4042,3509.15,4509.22,1361.91,1422,,,,,,18.4042
5120,1649.63,21.3841,2639.81,4539.45,1356.88,1423,,,,,,21.3841
4672,1346.09,20.7412,3301.09,4615.32,1360.03,1424,,,,,,20.7412
1408,577.046,13.906,2514.96,4723.65,1358.2,1425,,,,,,13.906
3328,1061.36,18.5237,3485.8,4829.95,1360.62,1426,,,,,,18.5237
1472,613.401,14.1136,3540,915.972,1360.15,1427,,,,,,14.1136
10560,2495.73,27.22,2917.55,1286.21,1369.33,1428,,,,,,27.22
775424,42490.2,113.985,3380.62,1345.54,1406.57,1429,,,,,,113.985
4672,1316.61,20.7412,2563.29,1346.17,1362.44,1430,,,,,,20.7412
2176,784.123,16.0776,2600.37,1435.34,1359.75,1431,,,,,,16.0776
6080,1831.17,22.6448,3597.82,2204.74,1363.77,1432,,,,,,22.6448
45632,6415.58,44.3361,3675.98,2750.01,1376.98,1433,,,,,,44.3361
5888,1643.01,22.4039,3182.09,3776.97,1363.76,1434,,,,,,22.4039
1856,702.945,15.2473,3277.16,3828.48,1358.66,1435,,,,,,15.2473
2688,901.369,17.2508,4012.1,4186.06,1363.88,1436,,,,,,17.2508
1792,685.337,15.07,2942.96,4323.53,1361.07,1437,,,,,,15.07
1920,734.942,15.4206,2186.56,4376.84,1360.8,1438,,,,,,15.4206
7808,1895.02,24.6139,3718.66,4411.89,1365.49,1439,,,,,,24.6139
126016,12333.7,62.2027,3385.23,4433.48,1384.13,1440,,,,,,62.2027
5440,1508.36,21.8206,2873.26,4536.09,1364.11,1441,,,,,,21.8206
1344,556.838,13.692,3078.96,1228.25,1363.69,1442,,,,,,13.692
2816,933.631,17.5204,2251.23,1305.19,1364.93,1443,,,,,,17.5204
1600,791.331,14.5113,3109.2,1479.1,1368.69,1444,,,,,,14.5113
1984,733.3,15.5901,2176.89,1529.17,1364.35,1445,,,,,,15.5901
1408,577.23,13.906,3766.41,1619.83,1363.48,1446,,,,,,13.906
7424,1867.38,24.2036,2803.13,1667.86,1367.38,1447,,,,,,24.2036
50112,6594.63,45.7419,3089.52,2094.16,1380.59,1448,,,,,,45.7419
1344,571.15,13.692,2511.34,2408.44,1362.93,1449,,,,,,13.692
10240,2266.54,26.9422,3057.33,3004.6,1369.86,1450,,,,,,26.9422
26176,4602.48,36.8385,3414.35,3271.24,1376.09,1451,,,,,,36.8385
14144,2831.99,30.0048,2321.67,3868.19,1371.29,1452,,,,,,30.0048
3840,1199.07,19.4287,3729.69,4200.64,1366.13,1453,,,,,,19.4287
1664,664.069,14.7023,3963.73,4332.18,1365.7,1454,,,,,,14.7023
1344,553.596,13.692,3786.19,4354.91,1363.5,1455,,,,,,13.692
1408,583.845,13.906,3994.23,4559.1,1364.75,1456,,,,,,13.906
1792,699.597,15.07,2895.24,4602.39,1362.5,1457,,,,,,15.07
2112,767.545,15.9184,2657.62,1335.35,1366.69,1458,,,,,,15.9184
4032,1209.33,19.7473,2505.12,1335.55,1372.65,1459,,,,,,19.7473
1728,663.53,14.8884,2742.36,1535.25,1366.64,1460,,,,,,14.8884
88064,11894.1,55.1993,3843.63,1588.21,1389.38,1461,,,,,,55.1993
1344,550.065,13.692,2302.96,1651.1,1366.55,1462,,,,,,13.692
2048,759.48,15.7559,2541.21,1754.48,1369.93,1463,,,,,,15.7559
2432,834.818,16.6848,2720.11,2353.42,1368.72,1464,,,,,,16.6848
22400,3833.78,34.9744,3635.3,2436.95,1378.14,1465,,,,,,34.9744
23872,4124.69,35.7243,3692.97,3482.45,1378.35,1466,,,,,,35.7243
82048,9294.09,53.9125,3689.88,3758.11,1387.62,1467,,,,,,53.9125
141888,13532.7,64.7116,2373.56,3796.07,1395.76,1468,,,,,,64.7116
2048,768.004,15.7559,3461.58,4160.23,1369.06,1469,,,,,,15.7559
1408,574.603,13.906,2634.23,4286.19,1367.11,1470,,,,,,13.906
1472,610.159,14.1136,3939.3,4339.97,1371.11,1471,,,,,,14.1136
5632,1501.7,22.0744,2175.77,4358.42,1371.3,1472,,,,,,22.0744
1536,616.722,14.3152,3094.62,4436.77,1367.43,1473,,,,,,14.3152
11264,2795.38,27.8119,2379.3,4566.01,1374.98,1474,,,,,,27.8119
6464,1666.1,23.1118,2836.46,1125.6,1375.96,1475,,,,,,23.1118
1984,773.099,15.5901,3209.67,1234.2,1373.51,1476,,,,,,15.5901
1472,593.113,14.1136,3159.13,1379.1,1373.19,1477,,,,,,14.1136
233472,23346.5,76.3974,3690.94,1403.47,1409.37,1478,,,,,,76.3974
1472,604.08,14.1136,2308.52,1674.41,1373.37,1479,,,,,,14.1136
1472,601.506,14.1136,3723.48,2036.67,1374.06,1480,,,,,,14.1136
34176,5613.74,40.2631,3980.57,2127.62,1385.01,1481,,,,,,40.2631
2176,780.778,16.0776,2884.37,2193.57,1371.64,1482,,,,,,16.0776
6016,1584.91,22.5651,3463.51,2673.74,1374.97,1483,,,,,,22.5651
5760,1572.73,22.2403,4063.67,2935.28,1375.24,1484,,,,,,22.2403
3456,1113.36,18.7582,3278.36,3055.25,1375.89,1485,,,,,,18.7582
5504,1492.27,21.9058,3606.58,3298.5,1377.21,1486,,,,,,21.9058
5184,1456.69,21.4728,3958.31,4488.49,1376.66,1487,,,,,,21.4728
4032,1600.27,19.7473,2638.26,4495.36,1377.73,1488,,,,,,19.7473
1536,619.348,14.3152,2533.79,1204.1,1376.6,1489,,,,,,14.3152
1664,659.024,14.7023,3902.96,1438.95,1376.32,1490,,,,,,14.7023
1792,691.049,15.07,2833.81,1464.96,1374.79,1491,,,,,,15.07
5696,1520.59,22.1577,2291.32,1574.88,1381.76,1492,,,,,,22.1577
1472,603.254,14.1136,2951.3,1643.62,1378.24,1493,,,,,,14.1136
4032,1195.57,19.7473,2519.27,1691.04,1380.58,1494,,,,,,19.7473
1856,721.432,15.2473,3249.3,1698.55,1375.76,1495,,,,,,15.2473
3584,1109.61,18.987,3741.38,1874.25,1380.5,1496,,,,,,18.987
3584,1105.57,18.987,2714.17,2117.46,1377.29,1497,,,,,,18.987
69568,8779.71,51.0274,3294.13,2199.7,1395.6,1498,,,,,,51.0274
76544,8842.33,52.679,3751.39,2240.04,1394.54,1499,,,,,,52.679
4352,1275.2,20.2565,3766.96,2444.4,1379.17,1500,,,,,,20.2565
420416,28343.4,92.9452,2381.55,3499.74,1421.64,1501,,,,,,92.9452
1600,631.27,14.5113,3212.72,3718.3,1375.89,1502,,,,,,14.5113
2624,878.869,17.1128,2677.01,3798.22,1376.79,1503,,,,,,17.1128
2432,851.809,16.6848,3938.54,3861.73,1377.77,1504,,,,,,16.6848
1856,700.475,15.2473,3458.54,4100.9,1377,1505,,,,,,15.2473
104192,10828.9,58.382,3372.98,4129.3,1399.79,1506,,,,,,58.382
2944,975.028,17.782,3255.39,4265.8,1375.89,1507,,,,,,17.782
9216,2616.74,26.0125,2911.04,4285.88,1389.93,1508,,,,,,26.0125
4096,1330.84,19.8512,2771.64,4322.85,1378.31,1509,,,,,,19.8512
3136,1017.41,18.1604,4050.96,4344.98,1377.63,1510,,,,,,18.1604
1408,608.869,13.906,2169.14,4457.28,1376.2,1511,,,,,,13.906
1920,729.874,15.4206,2509.22,4488.84,1377.33,1512,,,,,,15.4206
37120,5697.16,41.3876,3218.96,1309.24,1394.73,1513,,,,,,41.3876
1344,568.604,13.692,3842.77,1317.39,1379.5,1514,,,,,,13.692
2880,941.538,17.6522,2884.65,1364.26,1380.35,1515,,,,,,17.6522
1472,585.751,14.1136,3294.96,1383.1,1379.28,1516,,,,,,14.1136
1856,703.822,15.2473,2653.16,1415.24,1381,1517,,,,,,15.2473
1408,577.873,13.906,3543.32,1712.74,1378.75,1518,,,,,,13.906
16576,3148.44,31.6345,3406.09,1767.75,1389.96,1519,,,,,,31.6345
1408,577.976,13.906,3118.77,2278.38,1381.48,1520,,,,,,13.906
2048,745.378,15.7559,3146.46,3080.73,1380.56,1521,,,,,,15.7559
11776,2794.31,28.2271,2729.48,3803.32,1388.76,1522,,,,,,28.2271
1600,640.382,14.5113,2331.28,4117.02,1378.13,1523,,,,,,14.5113
34624,5169.91,40.4383,2353.19,4306.26,1393.28,1524,,,,,,40.4383
3968,1192.38,19.6422,2238.76,4512.01,1380.8,1525,,,,,,19.6422
2368,843.957,16.5372,2575.28,4555.32,1380.44,1526,,,,,,16.5372
1536,610.959,14.3152,3296.46,4599.44,1378.76,1527,,,,,,14.3152
2560,867.799,16.9726,2621.46,4629.7,1381.03,1528,,,,,,16.9726
2688,918.466,17.2508,2987.81,931.96,1385.79,1529,,,,,,17.2508
1664,652.409,14.7023,2282.96,1170.03,1383.24,1530,,,,,,14.7023
1344,559.517,13.692,2218.77,1819.48,1384.07,1531,,,,,,13.692
2240,877.631,16.2337,2380.67,1993.27,1383.27,1532,,,,,,16.2337
1664,653.049,14.7023,3283.88,2106.8,1385.55,1533,,,,,,14.7023
2624,885.592,17.1128,3037.2,2816.66,1384.79,1534,,,,,,17.1128
26816,4562.91,37.1363,2839.36,3089.79,1395.91,1535,,,,,,37.1363
5888,1562.58,22.4039,3640.61,3235.28,1386.8,1536,,,,,,22.4039
12480,2564.34,28.7788,2372.7,3698.9,1391.57,1537,,,,,,28.7788
11136,2396.71,27.7062,3415.97,3806.6,1392.33,1538,,,,,,27.7062
1856,715.508,15.2473,2828.34,4022.83,1385.83,1539,,,,,,15.2473
91264,11252.5,55.8599,3426.71,4044.51,1405.93,1540,,,,,,55.8599
4480,1275.65,20.4531,3995.19,4292.99,1387.16,1541,,,,,,20.4531
2048,756.212,15.7559,4031.46,4316.98,1386.56,1542,,,,,,15.7559
1728,664.945,14.8884,3730.81,4376.14,1383.67,1543,,,,,,14.8884
4096,1240.45,19.8512,2737.64,4394.48,1385.62,1544,,,,,,19.8512
2880,1128.66,17.6522,2461.18,4531.46,1385.69,1545,,,,,,17.6522
15040,2900.51,30.6255,2803.16,4610.78,1392.67,1546,,,,,,30.6255
2048,759.586,15.7559,3010.46,4849.1,1386.43,1547,,,,,,15.7559
87872,10383.9,55.1591,2989.57,1070.94,1405.6,1548,,,,,,55.1591
32896,5040.04,39.7541,3925.71,1199.89,1403.62,1549,,,,,,39.7541
6208,1608.21,22.8026,3261.55,1383.72,1391.3,1550,,,,,,22.8026
2688,918.467,17.2508,3954,1481.1,1388.36,1551,,,,,,17.2508
4032,1215.89,19.7473,3347.78,1951.04,1391.88,1552,,,,,,19.7473
2880,944.752,17.6522,2769.36,2050.13,1389.33,1553,,,,,,17.6522
2112,768.724,15.9184,2801.38,2544.44,1389.11,1554,,,,,,15.9184
2432,830.619,16.6848,2512.96,3189.84,1388.19,1555,,,,,,16.6848
8128,2076.25,24.9457,2456.94,3539.58,1392.6,1556,,,,,,24.9457
4160,1223.59,19.9541,2522.03,3665.87,1390.13,1557,,,,,,19.9541
130560,12744.7,62.9415,3113.66,4162.5,1415.87,1558,,,,,,62.9415
327680,29280.1,85.5363,3999.54,4229.22,1442.01,1559,,,,,,85.5363
13440,3377.69,29.4985,3274.84,4271.01,1397.1,1560,,,,,,29.4985
3264,1034.3,18.4042,2432.6,4381.06,1391.17,1561,,,,,,18.4042
13888,3055.57,29.8227,2659.18,4417.9,1399.72,1562,,,,,,29.8227
2304,827.193,16.3868,3074.18,4483.66,1388.82,1563,,,,,,16.3868
9152,2106.11,25.9521,2235.99,4597.56,1391.77,1564,,,,,,25.9521
1984,745.864,15.5901,3955.21,4669.04,1388.09,1565,,,,,,15.5901
18816,3492.82,32.9997,2303.5,1546.65,1400.9,1566,,,,,,32.9997
2496,882.937,16.8299,3999.78,1575.51,1391.96,1567,,,,,,16.8299
8256,2401.77,25.0759,2516.63,1719.38,1400.95,1568,,,,,,25.0759
144128,14069.5,65.0504,2337.89,1865.85,1422.73,1569,,,,,,65.0504
12864,2648.04,29.0709,2752.65,2086.76,1399.71,1570,,,,,,29.0709
2624,904.102,17.1128,2679.74,2139.98,1394.05,1571,,,,,,17.1128
21824,3971.49,34.672,2628.22,2365.32,1400.96,1572,,,,,,34.672
1984,852.451,15.5901,2719.21,2424.78,1392.87,1573,,,,,,15.5901
15360,3154.25,30.8412,2720.59,2447.62,1402.98,1574,,,,,,30.8412
