"2(3).Resampled(3).measure"
"Image","Volume Fraction","Label Volume","Mask Volume","Label Voxel Count","Mask Voxel Count"
"2(3).Resampled(3).filtered",0.0128931,5.00257e+08,3.88004e+10,7816521,606256925
