duan.Label-Analysis(4),,,,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,,,,
3904,1295.24,19.5361,3058.69,1488.22,1099.19,337,,,,,,19.5361
1472,604.132,14.1136,2294.43,1539.28,1094.24,338,,,,,,14.1136
6208,1626.82,22.8026,3169.22,1739.06,1099.06,339,,,,,,22.8026
5312,1524.12,21.6481,2595,1745.27,1102.11,340,,,,,,21.6481
3520,1110.97,18.8733,3547.76,2591.9,1097.19,341,,,,,,18.8733
7104,1812.5,23.8507,2409.41,2623.93,1102.43,342,,,,,,23.8507
131200,13115.4,63.0442,2382.82,3932.14,1120.62,343,,,,,,63.0442
7744,1864.13,24.5465,3047.22,4013.45,1100.45,344,,,,,,24.5465
26496,4398.62,36.988,2515.59,4399.48,1109.72,345,,,,,,36.988
3520,1143.15,18.8733,2369.43,4419.54,1101.4,346,,,,,,18.8733
6272,1662.33,22.8807,2501.41,4649.02,1101.87,347,,,,,,22.8807
141504,13548.9,64.6532,3734.54,1206.36,1126.99,348,,,,,,64.6532
8448,2032.4,25.2688,2986.35,1471.65,1106.96,349,,,,,,25.2688
1984,741.049,15.5901,3129.15,2076.39,1098.54,350,,,,,,15.5901
12672,2712.38,28.9256,3334.67,2145.14,1109.78,351,,,,,,28.9256
1664,655.01,14.7023,3611.26,3640.95,1098.32,352,,,,,,14.7023
4736,1351.95,20.8355,2850.69,3704.4,1105.8,353,,,,,,20.8355
2816,1134.58,17.5204,3266.05,3995.92,1104.57,354,,,,,,17.5204
377600,32215.3,89.6763,3623.46,4136.63,1144,355,,,,,,89.6763
1472,619.27,14.1136,2766.26,4321.89,1097.37,356,,,,,,14.1136
2496,900.518,16.8299,2320.7,4359.92,1100.47,357,,,,,,16.8299
6912,1879.83,23.6339,3950.36,4450.95,1113.45,358,,,,,,23.6339
132864,13734.8,63.3096,2960.28,1231.24,1128.7,359,,,,,,63.3096
1408,598.133,13.906,3653.5,1298.74,1104.75,360,,,,,,13.906
2176,792.515,16.0776,2664.37,1487.57,1105.05,361,,,,,,16.0776
1408,602.2,13.906,3621.14,1508.38,1103.48,362,,,,,,13.906
2432,1015.29,16.6848,3000.85,1520.05,1104.62,363,,,,,,16.6848
3136,1205.74,18.1604,3056.75,1515.76,1109.14,364,,,,,,18.1604
5056,1414.64,21.2946,3008.17,1565.79,1107.49,365,,,,,,21.2946
2368,843.34,16.5372,2180.04,1622.02,1105.96,366,,,,,,16.5372
1344,586.42,13.692,2562.96,1767.29,1100.65,367,,,,,,13.692
2688,957.342,17.2508,3094.1,2014.72,1103.6,368,,,,,,17.2508
2368,832.295,16.5372,3585.12,2566.56,1105.09,369,,,,,,16.5372
12416,2686.66,28.7295,3337.39,3933.27,1112.99,370,,,,,,28.7295
333696,28557,86.0566,4093.85,4130.51,1141.83,371,,,,,,86.0566
3840,1167.02,19.4287,3017.96,4168.57,1106.93,372,,,,,,19.4287
82368,11261.7,53.9825,2290.57,1425.29,1163.84,373,,,,,,53.9825
3328,1063.26,18.5237,3083.19,1495.95,1108.24,374,,,,,,18.5237
1920,729.362,15.4206,2151.09,1701.1,1110,375,,,,,,15.4206
67648,8437.43,50.5536,2380.03,1760.54,1127.39,376,,,,,,50.5536
1536,619.244,14.3152,3206.79,1909.1,1107.43,377,,,,,,14.3152
1408,567.908,13.906,3162.77,1930.92,1107.11,378,,,,,,13.906
1408,610.21,13.906,3692.59,1953.65,1104.75,379,,,,,,13.906
4736,1346.16,20.8355,3110.74,2151.16,1110.88,380,,,,,,20.8355
127104,12647.2,62.3812,4001.43,2667.77,1137.09,381,,,,,,62.3812
213120,19115.9,74.1097,3117.81,3097.61,1146.96,382,,,,,,74.1097
37440,5525.56,41.5062,2476.26,3176.5,1121.75,383,,,,,,41.5062
4992,1402.88,21.2044,2452.29,3685.31,1110.83,384,,,,,,21.2044
1920,735.952,15.4206,3515.76,3786.44,1108,385,,,,,,15.4206
253312,20444.8,78.5029,2871.33,4030.25,1140.76,386,,,,,,78.5029
16768,3733.25,31.7561,3931.67,4144.23,1114.6,387,,,,,,31.7561
14720,2970.66,30.4067,4043.76,4256.62,1115.68,388,,,,,,30.4067
1856,820.192,15.2473,4122.27,4332.48,1106.38,389,,,,,,15.2473
2304,840.556,16.3868,3372.51,4375.44,1107.49,390,,,,,,16.3868
1536,631.859,14.3152,4001.62,4435.1,1110.1,391,,,,,,14.3152
16960,3209.67,31.8769,3615.02,4626.98,1115.9,392,,,,,,31.8769
2560,913.373,16.9726,2492.76,4764.3,1108.03,393,,,,,,16.9726
1856,696.539,15.2473,2630.68,1206.14,1110.93,394,,,,,,15.2473
6464,2254.89,23.1118,3662.56,1244.17,1118.57,395,,,,,,23.1118
4032,1226.85,19.7473,2517.62,1274.4,1114.55,396,,,,,,19.7473
2176,786.83,16.0776,3876.49,1339.1,1114.58,397,,,,,,16.0776
3200,1384.36,18.2831,2181.36,1503.58,1110.45,398,,,,,,18.2831
31168,4926.79,39.0454,3995.81,2336.8,1125.98,399,,,,,,39.0454
95296,10373.9,56.6707,2609.1,3231.51,1136.98,400,,,,,,56.6707
14400,2902,30.1848,3518.64,3717.31,1118.31,401,,,,,,30.1848
314560,28031.9,84.3791,2378.11,4199.44,1150.36,402,,,,,,84.3791
9280,2249.26,26.0725,3037.25,4326.58,1118.24,403,,,,,,26.0725
2944,1023.89,17.782,2366.87,4348.58,1115.19,404,,,,,,17.782
3904,1229.3,19.5361,2355.09,4533.2,1113.1,405,,,,,,19.5361
4480,1335.32,20.4531,3114.04,4723.05,1112.65,406,,,,,,20.4531
59776,8020.31,48.5113,3563.88,1203.73,1133.49,407,,,,,,48.5113
6272,1758.41,22.8807,2465.28,1209.88,1120.89,408,,,,,,22.8807
15936,3418.09,31.222,3174.2,2332.77,1124.3,409,,,,,,31.222
11904,2583.1,28.329,2653.04,4161.62,1123,410,,,,,,28.329
1472,661.493,14.1136,3843.65,4515.97,1116.15,411,,,,,,14.1136
23424,4394.58,35.4994,3387.13,4540.93,1129.08,412,,,,,,35.4994
132992,14836.4,63.3299,3800.12,4609.42,1139.76,413,,,,,,63.3299
1920,717.363,15.4206,3420.42,1137.37,1118.26,414,,,,,,15.4206
1472,637.754,14.1136,2714.78,1193.54,1120.32,415,,,,,,14.1136
2048,753.769,15.7559,3164.83,1349.1,1119.93,416,,,,,,15.7559
1920,728.15,15.4206,2252.56,1579.64,1121.46,417,,,,,,15.4206
1920,718.266,15.4206,2290.16,1832.7,1118.8,418,,,,,,15.4206
1408,577.845,13.906,3865.5,3474.74,1118.2,419,,,,,,13.906
41408,5957.4,42.9235,3916.24,3588.24,1137.11,420,,,,,,42.9235
12672,2661.05,28.9256,3833.2,3750.76,1127.34,421,,,,,,28.9256
72512,9968.52,51.7373,3907.7,4111.59,1133.9,422,,,,,,51.7373
2112,789.915,15.9184,3058.84,4243.22,1121.11,423,,,,,,15.9184
2176,804.975,16.0776,3998.72,4494.87,1119.64,424,,,,,,16.0776
407296,27478.6,91.9681,3062.72,1087.01,1163.13,425,,,,,,91.9681
31744,5336.48,39.2845,2982.67,1121.72,1140.85,426,,,,,,39.2845
1984,898.665,15.5901,3842.57,1361.17,1122.42,427,,,,,,15.5901
42368,7422.71,43.2527,3715.32,1739.44,1143.38,428,,,,,,43.2527
1472,722.82,14.1136,2628.52,1794.23,1122.06,429,,,,,,14.1136
6272,1862.42,22.8807,3258.1,1826.37,1124.52,430,,,,,,22.8807
1984,736.726,15.5901,2872.63,2917.94,1123.45,431,,,,,,15.5901
6144,1620.23,22.724,3999.29,2913.98,1131.43,432,,,,,,22.724
8512,2039.3,25.3325,3467.17,3200.64,1131.59,433,,,,,,25.3325
20288,3599.6,33.8387,4064.37,3360.33,1136.51,434,,,,,,33.8387
9344,2154.54,26.1323,3349.45,3885.16,1128.82,435,,,,,,26.1323
3328,1103.37,18.5237,4153.42,4006.18,1127.7,436,,,,,,18.5237
1664,703.155,14.7023,2735.11,4122.18,1122.62,437,,,,,,14.7023
2496,874.415,16.8299,3861.52,4164.03,1126.32,438,,,,,,16.8299
18432,3567.21,32.7736,3197.89,4288.64,1131.38,439,,,,,,32.7736
58752,9369.12,48.2327,2299.98,4332.01,1146.98,440,,,,,,48.2327
2176,789.273,16.0776,2775.43,4546.16,1125.28,441,,,,,,16.0776
4352,1313.21,20.2565,3169.96,4672.34,1128.05,442,,,,,,20.2565
4736,1415,20.8355,2904.74,1231.48,1133.53,443,,,,,,20.8355
1472,616.081,14.1136,3915.48,1344.67,1125.02,444,,,,,,14.1136
6464,1665.55,23.1118,2994.48,1527.26,1130.5,445,,,,,,23.1118
5312,1459.1,21.6481,3319.92,1641.51,1130.35,446,,,,,,21.6481
42816,7012.94,43.4046,3221.81,1841.32,1141.99,447,,,,,,43.4046
6656,1746.49,23.3384,2640.76,1902.33,1134.16,448,,,,,,23.3384
6656,1696.82,23.3384,3808.99,3190.45,1134.16,449,,,,,,23.3384
2560,861.929,16.9726,3648.66,3278,1128.33,450,,,,,,16.9726
9472,2176.25,26.2511,3553.82,3302.86,1132.9,451,,,,,,26.2511
121536,13344,61.4566,2426.97,3369.1,1155.48,452,,,,,,61.4566
2240,815.663,16.2337,3430.04,3402.65,1126.47,453,,,,,,16.2337
1600,643.087,14.5113,2560.24,3559.9,1126.45,454,,,,,,14.5113
5504,1459.53,21.9058,3278.82,3574.87,1130.42,455,,,,,,21.9058
2176,936.846,16.0776,3906.72,3855.1,1127.52,456,,,,,,16.0776
1344,553.491,13.692,3391.72,4044.25,1126.17,457,,,,,,13.692
144640,14149.6,65.1273,4112.43,4252.22,1152.17,458,,,,,,65.1273
22528,3906.99,35.0409,2878.52,4471.66,1138.97,459,,,,,,35.0409
2240,860.148,16.2337,3121.81,4742.76,1129.67,460,,,,,,16.2337
3200,1045.13,18.2831,2906.56,2034.86,1132.53,461,,,,,,18.2831
36096,5397.3,41.0034,3807.96,2624.99,1145.09,462,,,,,,41.0034
1856,741.847,15.2473,4150.4,4224.07,1133.55,463,,,,,,15.2473
878592,46766,118.831,3478.22,4241.44,1187.45,464,,,,,,118.831
1664,667.441,14.7023,3419.26,4337.41,1130.47,465,,,,,,14.7023
394368,32385.3,90.9846,3662.95,4334.53,1178.73,466,,,,,,90.9846
9088,2142.75,25.8915,3861.91,4514.23,1137.24,467,,,,,,25.8915
2048,757.732,15.7559,3196.08,4552.48,1133.56,468,,,,,,15.7559
47616,6473.38,44.9695,3082.57,4744.8,1148.08,469,,,,,,44.9695
2048,753.691,15.7559,2451.71,1003.85,1134.68,470,,,,,,15.7559
1920,734.019,15.4206,3049.09,1011.77,1136.93,471,,,,,,15.4206
25280,5016.72,36.4133,2972.23,1495.58,1142.72,472,,,,,,36.4133
11200,2464.11,27.7592,3107.21,1509.94,1144.3,473,,,,,,27.7592
24448,4536.95,36.0093,2185.69,1796.85,1144.75,474,,,,,,36.0093
3264,1037.72,18.4042,2288.52,1836.91,1139.72,475,,,,,,18.4042
1984,757.626,15.5901,3368.25,3953.55,1136.48,476,,,,,,15.5901
1408,580.367,13.906,3764.23,4178.38,1134.93,477,,,,,,13.906
9088,2307.47,25.8915,2523.72,4536.31,1143.13,478,,,,,,25.8915
2560,1191.62,16.9726,2326.86,1253.7,1137.23,479,,,,,,16.9726
1856,702.973,15.2473,3016.2,1325.03,1138.52,480,,,,,,15.2473
7680,1897.62,24.4787,2515.16,1407.14,1146.1,481,,,,,,24.4787
3520,1113.98,18.8733,3606.16,2174.23,1142.28,482,,,,,,18.8733
1920,720.172,15.4206,3226.96,2518.04,1142.4,483,,,,,,15.4206
2688,934.686,17.2508,3394.19,3205.1,1139.41,484,,,,,,17.2508
1536,621.846,14.3152,2727.29,3632.44,1139.26,485,,,,,,14.3152
7680,1889.72,24.4787,2517.96,3656.34,1146.2,486,,,,,,24.4787
1472,620.966,14.1136,3686.61,4014.23,1138.41,487,,,,,,14.1136
3392,1081.59,18.6417,3051.64,951.933,1145.8,488,,,,,,18.6417
1408,602.919,13.906,2179.68,1430.01,1142.93,489,,,,,,13.906
14336,2848.91,30.14,2320.53,1586.64,1151.41,490,,,,,,30.14
67904,8328.13,50.6173,3609.7,1778.35,1164.71,491,,,,,,50.6173
2752,917.719,17.3867,3256.72,1788.59,1145.72,492,,,,,,17.3867
11072,2419.23,27.653,3206.49,2466.76,1152.3,493,,,,,,27.653
3264,1050.21,18.4042,3219.9,2924.75,1146.77,494,,,,,,18.4042
23808,4014.54,35.6923,2710.01,3772.3,1155.1,495,,,,,,35.6923
2880,957.317,17.6522,3356.73,3826.3,1145.86,496,,,,,,17.6522
8768,2049.47,25.5839,2631.1,4203.92,1148.95,497,,,,,,25.5839
1920,724.135,15.4206,2813.76,4504.3,1142.53,498,,,,,,15.4206
4288,1250.78,20.1567,4023.02,4507.64,1145.44,499,,,,,,20.1567
5056,1429.76,21.2946,3013.79,953.736,1153.61,500,,,,,,21.2946
2624,909.329,17.1128,3105.3,985.152,1148.1,501,,,,,,17.1128
5184,1486.19,21.4728,3716.98,1389.47,1149.4,502,,,,,,21.4728
2496,876.911,16.8299,2725.42,1499.31,1148.06,503,,,,,,16.8299
2048,769.628,15.7559,3506.21,1746.98,1147.43,504,,,,,,15.7559
1472,604.799,14.1136,3956,2635.62,1149.54,505,,,,,,14.1136
5440,1520.33,21.8206,2942.96,3135.06,1153.1,506,,,,,,21.8206
3456,1076.78,18.7582,2628.96,3577.47,1150.93,507,,,,,,18.7582
1920,827.578,15.4206,3910.82,3850.17,1146,508,,,,,,15.4206
16512,3150.22,31.5937,2727.24,4123.13,1156.33,509,,,,,,31.5937
3136,1032.26,18.1604,2775.12,4294.78,1149.71,510,,,,,,18.1604
17536,3316.82,32.2337,3255.03,4749.85,1155.66,511,,,,,,32.2337
8512,2439.11,25.3325,2319.14,1266.47,1162.48,512,,,,,,25.3325
2112,777.246,15.9184,2141.14,1279.95,1151.78,513,,,,,,15.9184
3328,1065.5,18.5237,2993.42,1649.64,1153.39,514,,,,,,18.5237
2496,895.448,16.8299,2479.78,1814.38,1154.21,515,,,,,,16.8299
2688,1026.39,17.2508,2606.48,1865.39,1156.65,516,,,,,,17.2508
14208,2832.26,30.05,3642.13,2035.3,1159.74,517,,,,,,30.05
6336,1658.46,22.9583,2866.15,3585.77,1157.72,518,,,,,,22.9583
2816,942.207,17.5204,2330.23,3631.74,1153.11,519,,,,,,17.5204
1472,598.289,14.1136,2499.3,3979.97,1150.58,520,,,,,,14.1136
2112,780.082,15.9184,3825.02,4150.01,1150.45,521,,,,,,15.9184
4416,1288.72,20.3553,3720.58,4230.29,1155.05,522,,,,,,20.3553
1728,705.387,14.8884,3111.55,4306.51,1153.75,523,,,,,,14.8884
1472,616.723,14.1136,3160.87,4317.36,1150.93,524,,,,,,14.1136
2112,798.357,15.9184,4143.32,4333.77,1154.69,525,,,,,,15.9184
1984,755.159,15.5901,3023.34,4446.72,1152.87,526,,,,,,15.5901
170368,16163.8,68.7802,3501.43,1322.72,1186.78,527,,,,,,68.7802
2752,969.644,17.3867,2430.77,1680.31,1157.35,528,,,,,,17.3867
8640,2090.32,25.4588,2177.24,1761.89,1162.04,529,,,,,,25.4588
20032,3612.6,33.6958,2810.76,2214.35,1168.32,530,,,,,,33.6958
2752,930.363,17.3867,3126.4,2873.06,1155.95,531,,,,,,17.3867
2176,791.847,16.0776,3000.6,3047.34,1155.28,532,,,,,,16.0776
5568,1529.96,21.9904,2480.57,3913.63,1160.26,533,,,,,,21.9904
3072,1041.07,18.036,4125.46,4461.27,1159.01,534,,,,,,18.036
1792,691.259,15.07,2295.1,1224.25,1162.36,535,,,,,,15.07
1344,553.596,13.692,2995.72,1607.29,1159.5,536,,,,,,13.692
26624,4421.05,37.0474,2547.45,1794.93,1172.46,537,,,,,,37.0474
1344,562.602,13.692,2625.81,2441.77,1159.5,538,,,,,,13.692
1472,601.453,14.1136,2572.35,2684.67,1158.58,539,,,,,,14.1136
2432,861.182,16.6848,2616.11,2874.58,1159.88,540,,,,,,16.6848
2752,938.755,17.3867,3942.68,3496.68,1161.82,541,,,,,,17.3867
2816,935.563,17.5204,2600.59,3820.38,1161.75,542,,,,,,17.5204
2048,757.013,15.7559,4012.21,4183.1,1162.18,543,,,,,,15.7559
365568,25244.7,88.7135,3908.65,4276.23,1199.98,544,,,,,,88.7135
22784,4155.87,35.1731,3019.97,4292.06,1171.1,545,,,,,,35.1731
1792,702.946,15.07,2384.96,4317.67,1158.65,546,,,,,,15.07
1408,588.994,13.906,2411.14,4632.01,1158.57,547,,,,,,13.906
1600,774.232,14.5113,2739.6,1465.18,1161.49,548,,,,,,14.5113
1408,577.281,13.906,2634.96,1511.47,1162.39,549,,,,,,13.906
3520,1127.94,18.8733,3285.79,1701.65,1165.84,550,,,,,,18.8733
1408,580.473,13.906,2308.41,1803.83,1162.39,551,,,,,,13.906
7424,2040.91,24.2036,2585.03,1839.21,1180.52,552,,,,,,24.2036
4032,1246.96,19.7473,2979.15,2407.67,1168.65,553,,,,,,19.7473
119104,13855.7,61.044,2755.92,2539.33,1187.01,554,,,,,,61.044
7424,1870.5,24.2036,4074.06,3397.28,1169.28,555,,,,,,24.2036
38400,5617.27,41.8579,3087.7,3520.48,1177.65,556,,,,,,41.8579
7744,1923.21,24.5465,2780.05,3859.27,1168.72,557,,,,,,24.5465
128896,13508.7,62.673,2384.26,3974.24,1189.22,558,,,,,,62.673
4608,1318.54,20.6461,4132.73,3972.88,1168.76,559,,,,,,20.6461
4032,1232.68,19.7473,4166.96,4221.26,1164.39,560,,,,,,19.7473
24384,4188.12,35.9779,3079.5,4359.14,1175.74,561,,,,,,35.9779
2624,894.833,17.1128,3504.03,4360.37,1164.2,562,,,,,,17.1128
6528,1743.86,23.1879,2224.41,1026.55,1172.15,563,,,,,,23.1879
7488,1871.3,24.2729,3913.79,1433.7,1172.67,564,,,,,,24.2729
2112,910.639,15.9184,3068.53,1491.47,1169.11,565,,,,,,15.9184
3968,1235.37,19.6422,2991.28,1969.23,1171.19,566,,,,,,19.6422
1536,649.651,14.3152,2838.96,3616.6,1169.1,567,,,,,,14.3152
42176,7674.27,43.1873,3943.23,3756.78,1194.05,568,,,,,,43.1873
29632,5148.76,38.3932,3247.01,4202.37,1180.98,569,,,,,,38.3932
2048,766.949,15.7559,3413.46,4464.85,1168.18,570,,,,,,15.7559
114368,13942.9,60.2239,3281.88,4500.15,1189,571,,,,,,60.2239
12096,2614.42,28.4805,3108.99,4549.52,1176.14,572,,,,,,28.4805
7808,1922.22,24.6139,2252.89,1109.17,1178.54,573,,,,,,24.6139
6720,1742.7,23.413,3803.64,1281.43,1178.17,574,,,,,,23.413
2112,781.418,15.9184,2549.38,1349.53,1172.39,575,,,,,,15.9184
2112,778.098,15.9184,2332.05,1383.83,1174.2,576,,,,,,15.9184
2752,923.667,17.3867,3144.91,1613.61,1171.86,577,,,,,,17.3867
2176,800.008,16.0776,4065.78,3785.81,1172.81,578,,,,,,16.0776
1664,667.442,14.7023,4116.49,4181.1,1171.24,579,,,,,,14.7023
3584,1108.83,18.987,3292.6,944.031,1177,580,,,,,,18.987
4544,1357.9,20.5501,2443.13,1512.29,1178.2,581,,,,,,20.5501
17984,3489.42,32.5059,2601.55,1746.88,1183.4,582,,,,,,32.5059
1792,685.207,15.07,3163.96,2135.67,1175.22,583,,,,,,15.07
5888,1556.79,22.4039,2633.35,2302.84,1178.58,584,,,,,,22.4039
71104,8807.23,51.4002,3843.18,2485.96,1199.06,585,,,,,,51.4002
1344,565.28,13.692,3308.48,2501.39,1175.12,586,,,,,,13.692
79680,9594.67,53.3888,4102.88,3759.84,1198,587,,,,,,53.3888
10880,2383.65,27.4922,2354.89,3783.39,1182.46,588,,,,,,27.4922
2304,837.418,16.3868,3320.18,4286.88,1175.38,589,,,,,,16.3868
11136,2443.36,27.7062,3243.42,1079.7,1187.76,590,,,,,,27.7062
1856,736.516,15.2473,2144.34,1426.96,1180.03,591,,,,,,15.2473
29888,5277.49,38.5034,3206.78,1439.36,1193.66,592,,,,,,38.5034
1408,722.897,13.906,2999.68,1473.47,1181.66,593,,,,,,13.906
1408,594.758,13.906,2673.14,1495.47,1179.3,594,,,,,,13.906
3392,1104.22,18.6417,2241.37,1513.97,1181.42,595,,,,,,18.6417
2624,904.051,17.1128,3696.03,1864.37,1179.61,596,,,,,,17.1128
37760,5558.77,41.6241,2657.84,2375.64,1194.4,597,,,,,,41.6241
1344,556.733,13.692,3381.81,3698.72,1179.5,598,,,,,,13.692
16448,3167.64,31.5528,2964.98,4215.68,1189.09,599,,,,,,31.5528
31168,4856.44,39.0454,4059.24,4570.19,1190.93,600,,,,,,39.0454
3584,1128.07,18.987,3651.81,1212.75,1185.29,601,,,,,,18.987
7808,1899,24.6139,3872.4,1307,1188.24,602,,,,,,24.6139
5440,1490.77,21.8206,2538.16,1500.33,1186.04,603,,,,,,21.8206
3072,1004.72,18.036,2411.29,1732.69,1185.76,604,,,,,,18.036
1920,721.482,15.4206,3660.29,1958.3,1184.26,605,,,,,,15.4206
1664,670.042,14.7023,3996.19,2014.49,1182.16,606,,,,,,14.7023
11136,3000.22,27.7062,2768.98,2224.02,1195.16,607,,,,,,27.7062
3072,989.682,18.036,2906.04,2277.27,1185.1,608,,,,,,18.036
1728,667.441,14.8884,3354.36,2756.58,1182.49,609,,,,,,14.8884
22656,4362.88,35.1071,3360.04,3947.6,1192.17,610,,,,,,35.1071
1856,703.022,15.2473,3348.89,4114.55,1182.93,611,,,,,,15.2473
2560,891.434,16.9726,3936.86,4459.2,1185.43,612,,,,,,16.9726
2304,816.332,16.3868,2689.18,4529.1,1183.04,613,,,,,,16.3868
136000,13677.7,63.8038,2140.06,1182.5,1220.67,614,,,,,,63.8038
1984,741.873,15.5901,2967.6,1239.36,1186.8,615,,,,,,15.5901
2880,986.02,17.6522,2479.22,1347.55,1188,616,,,,,,17.6522
8256,2359.81,25.0759,3681.93,1346.54,1194.68,617,,,,,,25.0759
31936,4900.44,39.3635,2665.74,1429.98,1202.02,618,,,,,,39.3635
2944,1013.16,17.782,3113.57,1586.41,1190.15,619,,,,,,17.782
1728,721.404,14.8884,3281.92,1719.4,1187.23,620,,,,,,14.8884
2304,831.759,16.3868,3933.29,1727.77,1189.49,621,,,,,,16.3868
2368,859.172,16.5372,2319.17,1852.4,1188.23,622,,,,,,16.5372
3968,1234.52,19.6422,3672.31,2030.2,1191.77,623,,,,,,19.6422
4288,1250.65,20.1567,3826,2777.61,1189.5,624,,,,,,20.1567
4480,1349.14,20.4531,2775.07,3588.36,1191.73,625,,,,,,20.4531
3264,1037.05,18.4042,3952.53,3696.91,1188.26,626,,,,,,18.4042
1920,738.473,15.4206,3019.09,4421.1,1188.4,627,,,,,,15.4206
1728,715.483,14.8884,2448.59,4566.07,1187.08,628,,,,,,14.8884
3712,1133.11,19.2104,2992.89,1016.14,1193.97,629,,,,,,19.2104
2624,926.831,17.1128,3443.74,1364.86,1195.32,630,,,,,,17.1128
95808,10387,56.772,3534.4,2785.29,1215.16,631,,,,,,56.772
1536,631.114,14.3152,4036.96,4269.94,1190.6,632,,,,,,14.3152
1536,634.329,14.3152,3490.29,4416.77,1191.76,633,,,,,,14.3152
64512,8055.1,49.76,2616.01,4512.97,1209.23,634,,,,,,49.76
1600,646.357,14.5113,2852.56,4766.46,1190.93,635,,,,,,14.5113
10816,2407.93,27.4382,2718.74,1479.17,1204.21,636,,,,,,27.4382
2496,897.864,16.8299,2359.88,1742.9,1196.88,637,,,,,,16.8299
1920,789.941,15.4206,2251.89,2026.7,1195.06,638,,,,,,15.4206
4352,1274.97,20.2565,2322.25,2058.34,1197.23,639,,,,,,20.2565
8064,2429.43,24.88,3575.24,2556.18,1208.65,640,,,,,,24.88
13568,2776.9,29.5919,2708.84,3745.22,1202.93,641,,,,,,29.5919
1344,597.385,13.692,2285.81,3924.82,1195.69,642,,,,,,13.692
3648,1118.05,19.0994,3752.64,4358.89,1199.98,643,,,,,,19.0994
604224,39870.3,104.89,2746,4442,1244.42,644,,,,,,104.89
40384,6048.81,42.5667,2541.81,4513.12,1211.95,645,,,,,,42.5667
3328,1089.17,18.5237,2847.88,4538.95,1201.47,646,,,,,,18.5237
2240,861.615,16.2337,2402.27,4569.5,1195.5,647,,,,,,16.2337
2816,962.808,17.5204,2301.05,4581.74,1195.48,648,,,,,,17.5204
1600,658.815,14.5113,2784.4,1016.7,1201.65,649,,,,,,14.5113
1536,637.753,14.3152,2395.79,1091.27,1199.76,650,,,,,,14.3152
3648,1139.99,19.0994,3682.82,1521.98,1200.48,651,,,,,,19.0994
4352,1264.29,20.2565,3841.43,3946.22,1202.34,652,,,,,,20.2565
4928,1369.13,21.1134,4045.87,4094.48,1203.92,653,,,,,,21.1134
4864,1394.23,21.0216,4016.64,4111.05,1201.67,654,,,,,,21.0216
18240,3492.27,32.6594,2440.74,4529.4,1207.2,655,,,,,,32.6594
1728,685.075,14.8884,2540.29,1346.21,1203.52,656,,,,,,14.8884
1792,745.3,15.07,2630.24,1756.67,1201.5,657,,,,,,15.07
1792,704.437,15.07,2728.67,1764.1,1203.79,658,,,,,,15.07
1344,559.333,13.692,3151.34,3555.86,1202.36,659,,,,,,13.692
3712,1130.67,19.2104,3317.99,3559.59,1205.21,660,,,,,,19.2104
1472,617.392,14.1136,3257.57,3611.97,1205.54,661,,,,,,14.1136
5120,1432.36,21.3841,3042.86,4393.25,1206.73,662,,,,,,21.3841
8320,2013.58,25.1406,3204.43,4470.33,1210.5,663,,,,,,25.1406
1664,715.43,14.7023,2340.34,4533.87,1206.16,664,,,,,,14.7023
162752,14802.8,67.7396,2369.03,1399.76,1236.61,665,,,,,,67.7396
2048,760.227,15.7559,3170.96,1553.1,1207.93,666,,,,,,15.7559
3648,1151.01,19.0994,3760.78,1733.07,1208.48,667,,,,,,19.0994
1344,562.681,13.692,3601.43,1742.34,1207.88,668,,,,,,13.692
5760,1554.65,22.2403,3116.6,1750.08,1211.64,669,,,,,,22.2403
1536,622.643,14.3152,3808.29,1763.94,1207.1,670,,,,,,14.3152
1664,654.877,14.7023,2587.73,1802.18,1206.32,671,,,,,,14.7023
18304,3426.35,32.6976,2417.03,1882.75,1218.88,672,,,,,,32.6976
3392,1079.81,18.6417,3924.69,1954.12,1210.33,673,,,,,,18.6417
4544,1342.55,20.5501,2729.44,2097.36,1211.95,674,,,,,,20.5501
17088,3236.37,31.9569,3599.75,2114.65,1215.08,675,,,,,,31.9569
41472,5941.43,42.9456,3510.15,2424.26,1222.54,676,,,,,,42.9456
3968,1210.48,19.6422,3229.41,3808.52,1211.38,677,,,,,,19.6422
5824,1610.24,22.3224,4052.01,3898.97,1210.84,678,,,,,,22.3224
4032,1198.02,19.7473,3771.97,4078.4,1209.41,679,,,,,,19.7473
16704,3266.36,31.7157,2331.05,4244.41,1218.41,680,,,,,,31.7157
36224,6270.53,41.0518,2294.83,4343.9,1229.57,681,,,,,,41.0518
1472,674.135,14.1136,3940.35,4393.89,1208.5,682,,,,,,14.1136
1408,571.361,13.906,3902.05,4431.28,1206.93,683,,,,,,13.906
1472,600.706,14.1136,3547.65,954.581,1211.28,684,,,,,,14.1136
203072,22861.2,72.9262,3050.57,1311.42,1240.38,685,,,,,,72.9262
14272,2907.53,30.0951,3195.73,1338.53,1219.22,686,,,,,,30.0951
1536,629.313,14.3152,3006.62,1429.6,1212.6,687,,,,,,14.3152
31360,4861.54,39.1254,3077.58,1519.98,1226.53,688,,,,,,39.1254
123648,18197.4,61.8106,3636.55,1589.81,1239.94,689,,,,,,61.8106
12224,2807,28.5806,2659.12,1631.65,1220.15,690,,,,,,28.5806
