chushi.resampled.Label-Analysis,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,
50240,6922.86,45.7808,3215.71,3351.06,2313.43,3526,,,45.7808
3712,1153.5,19.2104,2297.3,3669.79,2299.97,3527,,,19.2104
2432,848.383,16.6848,2668.64,3814.37,2297.67,3528,,,16.6848
1920,725.779,15.4206,2791.22,3953.9,2297.6,3529,,,15.4206
28224,5493.55,37.7752,4019.96,4076.26,2305.85,3530,,,37.7752
36096,5341.89,41.0034,3643.75,4295.61,2308.43,3531,,,41.0034
2496,880.848,16.8299,3526.65,4342.9,2299.24,3532,,,16.8299
1856,715.561,15.2473,3480.2,1715.1,2300.59,3533,,,15.2473
77440,9264.4,52.8838,3066.96,1866.96,2321.7,3534,,,52.8838
1792,704.589,15.07,3232.81,3521.82,2301.65,3535,,,15.07
1472,607.4,14.1136,3312.7,3637.54,2298.58,3536,,,14.1136
4224,1245.16,20.0559,3769.14,3832.86,2302.93,3537,,,20.0559
8576,2001.19,25.3958,2612.54,4077.76,2305.08,3538,,,25.3958
1344,565.151,13.692,2738.77,4309.39,2301.03,3539,,,13.692
53824,7746.38,46.8446,2327.34,4463.93,2319.22,3540,,,46.8446
3392,1097.63,18.6417,2677.3,1283.56,2304.14,3541,,,18.6417
10176,2301.19,26.886,3240.54,1670.47,2309.02,3542,,,26.886
4352,1283.65,20.2565,2856.07,2077.99,2306.58,3543,,,20.2565
40832,5815.09,42.7236,2949.51,2229.59,2317.14,3544,,,42.7236
1344,556.76,13.692,2519.34,2409.58,2303.31,3545,,,13.692
1664,643.035,14.7023,2611.42,3183.26,2306.16,3546,,,14.7023
9216,2120.79,26.0125,3522.9,3314.58,2309.76,3547,,,26.0125
15744,3071.75,31.0961,3951.27,3343.09,2312.46,3548,,,31.0961
1664,643.087,14.7023,2941.88,3371.1,2303.09,3549,,,14.7023
2304,798.463,16.3868,2804.4,3832.55,2304.6,3550,,,16.3868
4608,1307.23,20.6461,3634.29,3851.21,2306.88,3551,,,20.6461
61440,7624.25,48.9573,3032.96,4009.29,2321.73,3552,,,48.9573
5120,1400.07,21.3841,2819.61,4082.85,2307.08,3553,,,21.3841
5440,1721.36,21.8206,2644.09,1221.5,2309.14,3554,,,21.8206
1984,753.559,15.5901,3355.73,1464.26,2308.87,3555,,,15.5901
3904,1219.95,19.5361,2721.45,1550.91,2309.95,3556,,,19.5361
150592,18841.9,66.0087,3033.05,1563.95,2332.71,3557,,,66.0087
1472,620.017,14.1136,2818.09,1592.84,2309.19,3558,,,14.1136
1664,655.599,14.7023,3145.26,1694.33,2309.39,3559,,,14.7023
3200,1037.85,18.2831,4036.88,1698.78,2311.09,3560,,,18.2831
10880,2477.26,27.4922,2630.32,1878.63,2314.98,3561,,,27.4922
1408,574.604,13.906,2413.5,2367.83,2306.02,3562,,,13.906
1920,727.274,15.4206,2825.22,2789.24,2309.6,3563,,,15.4206
5504,1498.17,21.9058,3954.03,2911.2,2312.37,3564,,,21.9058
1600,628.645,14.5113,2762.64,3174.14,2307.41,3565,,,14.5113
138112,18349.3,64.1324,3908.74,3623.9,2334.71,3566,,,64.1324
3328,1061.23,18.5237,2203.73,3707.1,2308.78,3567,,,18.5237
1344,562.681,13.692,3838.19,4012.63,2305.98,3568,,,13.692
1344,553.596,13.692,2906.19,4123.67,2307.12,3569,,,13.692
69952,9103.73,51.1211,3915.17,4263.21,2325.77,3570,,,51.1211
3264,1041.07,18.4042,2338.96,1401.06,2313.91,3571,,,18.4042
6464,1662.19,23.1118,3529.13,1667.26,2317.19,3572,,,23.1118
13120,2793.37,29.2625,2381.12,1735.24,2317.82,3573,,,29.2625
5440,1444.44,21.8206,2282.39,1810.87,2314.98,3574,,,21.8206
2112,777.378,15.9184,2347.44,2315.35,2312.02,3575,,,15.9184
150656,16555.6,66.0181,2540.18,2799.08,2343.84,3576,,,66.0181
17920,3314.3,32.4673,3526.07,3233.89,2320.56,3577,,,32.4673
3328,1037.83,18.5237,3485.26,4086.95,2312.47,3578,,,18.5237
3136,1009.58,18.1604,3247.36,4087.84,2312.81,3579,,,18.1604
57664,7336.74,47.9331,3017.66,4144.74,2328.3,3580,,,47.9331
12672,2588.08,28.9256,2284.67,4202.68,2319.09,3581,,,28.9256
180480,20251.8,70.1149,3748.22,1409.99,2349.48,3582,,,70.1149
1600,631.938,14.5113,2706,1536.38,2314.61,3583,,,14.5113
6592,2320.01,23.2634,3355.97,1653.04,2326.58,3584,,,23.2634
2176,772.15,16.0776,3129.31,1856.99,2317.17,3585,,,16.0776
2624,1035.79,17.1128,2356.71,1852.57,2323.71,3586,,,17.1128
3008,1000.41,17.9099,2742.53,1916.63,2318.59,3587,,,17.9099
16448,3145.92,31.5528,3758.47,2051.21,2325.13,3588,,,31.5528
2112,760.36,15.9184,3184.9,2121.53,2317.48,3589,,,15.9184
2240,805.184,16.2337,3299.98,2163.45,2319.16,3590,,,16.2337
3648,1129.79,19.0994,2959.1,3072.58,2320.26,3591,,,19.0994
11968,2499.26,28.3797,2960.65,3336.58,2322.55,3592,,,28.3797
2048,753.77,15.7559,3470.21,3530.35,2317.43,3593,,,15.7559
10688,2427.53,27.3296,4037.5,3785.14,2321.83,3594,,,27.3296
113152,11542.3,60.0097,3494.54,4042.25,2341.54,3595,,,60.0097
148928,15472.4,65.7647,2534.77,4240.57,2346.52,3596,,,65.7647
4096,1493.71,19.8512,2463.08,1765.67,2325.93,3597,,,19.8512
1600,627.792,14.5113,2826.32,1871.1,2319.57,3598,,,14.5113
1664,645.046,14.7023,2426.96,2202.8,2318.93,3599,,,14.7023
13184,2743.28,29.31,2839.77,3026.52,2328.56,3600,,,29.31
1408,577.899,13.906,3728.59,3483.1,2322.39,3601,,,13.906
2112,769.627,15.9184,2197.14,3912.19,2320.51,3602,,,15.9184
5312,1463.33,21.6481,2729.17,4064.6,2321.73,3603,,,21.6481
2176,795.785,16.0776,3190.37,1239.81,2325.64,3604,,,16.0776
1728,685.049,14.8884,2532.44,1711.7,2324.86,3605,,,14.8884
639424,39029.2,106.888,3209.86,1859.67,2373.32,3606,,,106.888
6592,1715,23.2634,2549.36,1925.59,2328.72,3607,,,23.2634
2304,811.185,16.3868,3484.29,2449.88,2323.93,3608,,,16.3868
3200,1032.44,18.2831,3225.12,4046.7,2325.97,3609,,,18.2831
3328,1038.5,18.5237,3053.26,4100.49,2326.93,3610,,,18.5237
1728,673.519,14.8884,3802.22,4474.21,2324.86,3611,,,14.8884
1536,634.461,14.3152,2609.29,1243.77,2326.1,3612,,,14.3152
3328,1069.8,18.5237,3240.03,1260.1,2328.01,3613,,,18.5237
3712,1230.2,19.2104,3145.92,1670.76,2335.35,3614,,,19.2104
1408,580.34,13.906,3629.87,2134.38,2326.75,3615,,,13.906
2880,950.728,17.6522,3433.45,2263.46,2329.42,3616,,,17.6522
1408,580.34,13.906,3916.23,2301.65,2326.39,3617,,,13.906
42496,5999.27,43.2962,3718.71,2696.87,2346.09,3618,,,43.2962
53440,6898.08,46.7329,3713.84,3027.82,2343.68,3619,,,46.7329
17408,5106.99,32.1551,2346.47,4023.46,2339.14,3620,,,32.1551
1856,703.024,15.2473,2652.47,4111.93,2328.59,3621,,,15.2473
4288,1266.35,20.1567,3083.55,4149.73,2330.45,3622,,,20.1567
140544,14916.7,64.5067,3385.19,4156.81,2356.64,3623,,,64.5067
9152,2097.51,25.9521,2520.89,1368.81,2337.09,3624,,,25.9521
24448,4188.51,36.0093,4029.1,1384.91,2345.35,3625,,,36.0093
2240,813.626,16.2337,3361.47,1610.3,2330.93,3626,,,16.2337
14208,2921.2,30.05,2332.58,1820.11,2340.95,3627,,,30.05
3648,1111.51,19.0994,2439.17,2049.28,2332.41,3628,,,19.0994
1856,702.944,15.2473,3869.72,2336.48,2331.21,3629,,,15.2473
1664,643.139,14.7023,2626.65,3154.95,2332.01,3630,,,14.7023
2112,769.6,15.9184,3256.77,3483.71,2332.02,3631,,,15.9184
1664,649.73,14.7023,3043.11,3676.8,2334.16,3632,,,14.7023
1984,742.621,15.5901,3156.5,3751.75,2333.25,3633,,,15.5901
2432,843.447,16.6848,2805.17,3825.31,2331.14,3634,,,16.6848
22976,4321.44,35.2716,2905.06,4010.04,2341.82,3635,,,35.2716
14208,2822.93,30.05,2270.07,4030.94,2337.69,3636,,,30.05
1536,625.165,14.3152,2715.96,4093.1,2330.43,3637,,,14.3152
1728,669.164,14.8884,2363.25,4225.62,2334.04,3638,,,14.8884
21056,3782.59,34.2604,2392.51,4354.47,2342.97,3639,,,34.2604
2432,834.818,16.6848,2276.43,1397.52,2337.25,3640,,,16.6848
1472,602.481,14.1136,2727.3,1527.1,2335.28,3641,,,14.1136
3136,1046.19,18.1604,3625.65,1675.18,2337.95,3642,,,18.1604
5696,1531.25,22.1577,3633.88,2400.41,2338.57,3643,,,22.1577
3392,1069.77,18.6417,3675.48,2484.61,2337.42,3644,,,18.6417
2176,786.856,16.0776,2461.78,2770.87,2338.81,3645,,,16.0776
5120,1433.59,21.3841,3693.21,3389.15,2339.88,3646,,,21.3841
121280,15870.2,61.4135,2996.14,3778.18,2358.27,3647,,,61.4135
2752,923.511,17.3867,2896.82,3853.71,2339.58,3648,,,17.3867
1472,588.915,14.1136,3894.09,3867.28,2334.76,3649,,,14.1136
17792,3335.48,32.3898,2833.2,3921.33,2344.04,3650,,,32.3898
7360,1828.75,24.1338,3452.31,4251,2342.93,3651,,,24.1338
3328,1041.12,18.5237,3462.49,1580.41,2340.32,3652,,,18.5237
76096,11320.4,52.576,3372.81,3778.34,2360.49,3653,,,52.576
1408,577.098,13.906,3850.23,3922.92,2338.2,3654,,,13.906
16000,3036.12,31.2637,3883,4076.27,2347.08,3655,,,31.2637
2112,751.037,15.9184,2280.77,4088.92,2340.87,3656,,,15.9184
97088,10361.4,57.0237,3162.23,4171.09,2361.59,3657,,,57.0237
1472,604.905,14.1136,4049.91,4189.02,2338.76,3658,,,14.1136
3648,1137.36,19.0994,3211.17,4528.37,2343.35,3659,,,19.0994
2176,787.421,16.0776,2381.19,1601.34,2345.99,3660,,,16.0776
1856,699.703,15.2473,3330.82,1744.62,2343.07,3661,,,15.2473
2816,960.532,17.5204,2514.05,1854.1,2345.48,3662,,,17.5204
38464,5535.76,41.8812,2817.49,3060.87,2359.28,3663,,,41.8812
4032,1226.1,19.7473,3933.05,3897.26,2348.01,3664,,,19.7473
3456,1086.59,18.7582,3154.81,2005.33,2351.01,3665,,,18.7582
5504,1477.77,21.9058,2537.65,2307.52,2353.54,3666,,,21.9058
3584,1116.97,18.987,3120.17,2938.6,2349.5,3667,,,18.987
121280,13659.7,61.4135,3800.32,3085.07,2374.63,3668,,,61.4135
1408,572.001,13.906,2203.14,3610.92,2349.48,3669,,,13.906
1664,639.871,14.7023,2659.26,4003.1,2347.55,3670,,,14.7023
2048,762.854,15.7559,4016.21,4237.6,2349.31,3671,,,15.7559
2560,888.111,16.9726,2935.56,1397,2354.43,3672,,,16.9726
7104,1755.99,23.8507,2322.63,1504.87,2358.28,3673,,,23.8507
18048,3441.7,32.5444,3546.2,1794.29,2361.81,3674,,,32.5444
3648,1133.14,19.0994,3000.71,1793.77,2355.07,3675,,,19.0994
2048,882.964,15.7559,2641.21,1837.98,2354.81,3676,,,15.7559
3648,1121.45,19.0994,3146.75,1894.47,2353.11,3677,,,19.0994
2432,839.377,16.6848,3377.17,2723,2353.25,3678,,,16.6848
1856,699.598,15.2473,2218.13,3348.48,2350.93,3679,,,15.2473
2880,951.501,17.6522,2977.45,3824.35,2353.15,3680,,,17.6522
20416,3970,33.9097,2452.07,4053.74,2366.17,3681,,,33.9097
4736,1352.65,20.8355,3590.85,4082.08,2357.8,3682,,,20.8355
6080,1587.23,22.6448,2312.47,4210.93,2354.22,3683,,,22.6448
2112,769.013,15.9184,2803.32,1569.41,2357.11,3684,,,15.9184
2112,777.377,15.9184,2414.96,1634.86,2356.26,3685,,,15.9184
274816,21817,80.6643,3275.26,1785.06,2394.03,3686,,,80.6643
132160,13485.5,63.1976,3736.22,1867.28,2379.91,3687,,,63.1976
13440,2727.9,29.4985,2901.55,2551.37,2363.1,3688,,,29.4985
1856,826.087,15.2473,2494.82,3669.31,2357.97,3689,,,15.2473
1856,705.625,15.2473,3170.68,3703.38,2357.55,3690,,,15.2473
2176,793.262,16.0776,2752.13,3872.63,2357.05,3691,,,16.0776
3072,983.631,18.036,2263.29,3937.27,2356.51,3692,,,18.036
1536,613.426,14.3152,4028.96,4042.44,2355.76,3693,,,14.3152
4544,1319,20.5501,3277.77,4110.71,2362.03,3694,,,20.5501
1728,667.442,14.8884,2309.92,4149.77,2354.78,3695,,,14.8884
1472,595.609,14.1136,2931.83,4172.49,2357.89,3696,,,14.1136
24000,4035.14,35.788,2367.47,4281.01,2364.64,3697,,,35.788
1344,556.759,13.692,2642.58,4327.48,2356.26,3698,,,13.692
14656,2894.92,30.3626,4017.47,4338.51,2365.27,3699,,,30.3626
3968,1193.13,19.6422,3304.83,1482.65,2362.67,3700,,,19.6422
260672,21957.7,79.256,3883.06,1561.42,2395.74,3701,,,79.256
5696,1532.92,22.1577,2699.68,1605.22,2364.14,3702,,,22.1577
1536,606.759,14.3152,3071.62,1607.1,2358.6,3703,,,14.3152
5248,1425.72,21.5608,3259.59,1911.35,2363.76,3704,,,21.5608
12416,2624.82,28.7295,3092.26,2225.16,2367.28,3705,,,28.7295
2432,828.949,16.6848,2265.59,2300.47,2360.3,3706,,,16.6848
21120,4205.21,34.2951,2360.52,3540.01,2373.77,3707,,,34.2951
81600,11116.6,53.8142,3414.16,3642.43,2380.49,3708,,,53.8142
1344,559.254,13.692,3146,3682.72,2359.12,3709,,,13.692
2624,884.632,17.1128,2600.61,4349.64,2363.81,3710,,,17.1128
1344,568.602,13.692,2385.62,1255.1,2364.46,3711,,,13.692
2176,768.802,16.0776,2821.31,1900.87,2364.7,3712,,,16.0776
2880,972.534,17.6522,3509.71,2209.95,2367.46,3713,,,17.6522
3072,983.067,18.036,3916.96,2314.02,2365.1,3714,,,18.036
3264,1046.06,18.4042,3916.29,2337.85,2367.25,3715,,,18.4042
2880,968.571,17.6522,2621.36,3835.73,2365.78,3716,,,17.6522
1408,581.218,13.906,2654.77,3916.74,2366.57,3717,,,13.906
1472,607.348,14.1136,3148.87,4079.28,2365.19,3718,,,14.1136
2496,865.172,16.8299,3498.75,4316.74,2363.55,3719,,,16.8299
39232,5671.54,42.1581,3775.48,4418.65,2378.32,3720,,,42.1581
4160,1435.65,19.9541,2207.39,1493.56,2371.92,3721,,,19.9541
1472,601.453,14.1136,2273.39,1816.49,2367.28,3722,,,14.1136
257856,20924.8,78.9695,2430.98,1953.57,2406.95,3723,,,78.9695
2176,784.045,16.0776,4028.37,2052.28,2369.52,3724,,,16.0776
31424,4994.52,39.152,3128.36,2427.59,2381.98,3725,,,39.152
3136,1221.76,18.1604,2923.53,4215.27,2374.28,3726,,,18.1604
2624,1092.41,17.1128,3279.74,1636.47,2374.05,3727,,,17.1128
11008,2393.08,27.5996,2729.86,1633.85,2380.51,3728,,,27.5996
42560,5961.65,43.3179,2454.6,1650.9,2389.07,3729,,,43.3179
2112,767.977,15.9184,2893.62,2384.44,2373.48,3730,,,15.9184
12544,2633.47,28.8279,2446.75,2414.69,2381.28,3731,,,28.8279
2880,941.433,17.6522,3460.73,3026.48,2373.15,3732,,,17.6522
4480,1280.15,20.4531,3547.81,3447.62,2373.67,3733,,,20.4531
10432,2384.68,27.1096,2637.07,3969.12,2379.94,3734,,,27.1096
4736,1468.05,20.8355,3086.42,3979.43,2373.63,3735,,,20.8355
31424,5241.51,39.152,3310.39,4035.64,2387.36,3736,,,39.152
1728,798.516,14.8884,2927.7,4129.33,2382.78,3737,,,14.8884
10112,2323.69,26.8295,2881.01,4259.15,2376.73,3738,,,26.8295
124288,12362.1,61.917,3664.82,4402.79,2395.6,3739,,,61.917
4992,1949.03,21.2044,3189.78,1363.87,2382.37,3740,,,21.2044
1472,589.205,14.1136,3023.3,1670.41,2375.11,3741,,,14.1136
4096,1256.15,19.8512,2484.33,1674.98,2378.18,3742,,,19.8512
387136,27029.2,90.425,3479.36,1821.89,2417.49,3743,,,90.425
75264,12983.8,52.3837,3348.69,1871.71,2401.05,3744,,,52.3837
99392,11242.8,57.4713,3993.03,3189.28,2399.11,3745,,,57.4713
52352,7363.61,46.4136,3203.22,3333.01,2393.92,3746,,,46.4136
1600,643.625,14.5113,2177.36,3794.14,2376.69,3747,,,14.5113
87936,9871.73,55.1725,2261.82,3913.19,2399.21,3748,,,55.1725
1792,845.423,15.07,3229.67,3953.25,2377.36,3749,,,15.07
4096,1202.39,19.8512,2835.39,3989.23,2379.24,3750,,,19.8512
5632,1572.47,22.0744,2912.05,4283.15,2377.89,3751,,,22.0744
8128,1974.11,24.9457,3083.4,4405.56,2383.66,3752,,,24.9457
7744,1950.3,24.5465,3103.49,1501.32,2383.33,3753,,,24.5465
26880,6074.46,37.1658,3677.72,1516.41,2388.98,3754,,,37.1658
3456,1078.15,18.7582,2830.81,1514.81,2380.93,3755,,,18.7582
1728,810.868,14.8884,3220.29,1606.36,2380.71,3756,,,14.8884
2816,933.068,17.5204,3494.05,1637.01,2380.2,3757,,,17.5204
2496,876.242,16.8299,2643.37,1923,2383.14,3758,,,16.8299
1792,699.467,15.07,2629.67,2780.25,2380.93,3759,,,15.07
1344,553.596,13.692,3282.77,2999.86,2378.36,3760,,,13.692
1536,606.785,14.3152,2935.29,3899.44,2379.6,3761,,,14.3152
1600,636.956,14.5113,2673.2,3916.54,2379.09,3762,,,14.5113
3968,1187.36,19.6422,2427.21,3943.88,2381.25,3763,,,19.6422
1472,598.078,14.1136,3156.35,4016.84,2378.41,3764,,,14.1136
1344,554.265,13.692,2462.96,4229.39,2378.74,3765,,,13.692
1664,649.729,14.7023,2890.19,4234.64,2380.62,3766,,,14.7023
2624,907.344,17.1128,2761.59,4390.61,2383.91,3767,,,17.1128
2176,780.881,16.0776,2845.31,4527.22,2381.52,3768,,,16.0776
4608,1360.58,20.6461,3500.18,2056.99,2386.32,3769,,,20.6461
46528,8826.44,44.6244,3252.85,3573.83,2409.19,3770,,,44.6244
34816,5840.73,40.5129,2460.18,3904.86,2395.62,3771,,,40.5129
1920,715.693,15.4206,3288.56,3937.9,2383.2,3772,,,15.4206
86784,11211,54.9305,4015.16,4072.15,2404.57,3773,,,54.9305
20096,4458.1,33.7316,3777.82,1693.77,2400.92,3774,,,33.7316
2432,896.738,16.6848,2504.01,1706.16,2386.51,3775,,,16.6848
2688,909.171,17.2508,3474.19,1876.25,2389.22,3776,,,17.2508
4416,1273.43,20.3553,3255.19,2188.26,2390.47,3777,,,20.3553
4224,1231.28,20.0559,4003.14,3979.77,2389.17,3778,,,20.0559
3072,989.579,18.036,2273.12,4315.44,2388.6,3779,,,18.036
2048,757.864,15.7559,3390.21,4427.98,2388.68,3780,,,15.7559
2752,912.492,17.3867,3484.82,4479.47,2388.7,3781,,,17.3867
7808,1914.69,24.6139,3327.12,1552.35,2397.82,3782,,,24.6139
42944,7129.38,43.4478,3515.33,2014.39,2408.54,3783,,,43.4478
8256,1950.27,25.0759,2756.38,2261.18,2397.97,3784,,,25.0759
2944,990.297,17.782,2466.96,2362.41,2393.97,3785,,,17.782
25600,4356.41,36.5663,3287.59,2946.26,2405.46,3786,,,36.5663
2176,982.418,16.0776,3122.6,3298.75,2394.93,3787,,,16.0776
3008,1016.2,17.9099,4080.83,3614.76,2395.19,3788,,,17.9099
5632,1538.46,22.0744,3068.32,3910.83,2395.8,3789,,,22.0744
1984,856.703,15.5901,2908.38,4084.78,2395.58,3790,,,15.5901
154880,14616.2,66.6294,3541.59,1595.55,2426.19,3791,,,66.6294
33984,6166.78,40.1876,3614.01,1622.96,2412.84,3792,,,40.1876
11648,2510.22,28.1245,3240.6,1716.18,2402.54,3793,,,28.1245
11392,2472.61,27.9169,2653.59,1804.83,2402.19,3794,,,27.9169
2496,1039.06,16.8299,3619.78,3794.38,2402.11,3795,,,16.8299
15744,3038.53,31.0961,3689.61,1703.95,2408.61,3796,,,31.0961
7168,1754.63,23.9221,2756.74,1814.32,2402.75,3797,,,23.9221
28608,4600.03,37.9457,2321.13,1827.83,2413.42,3798,,,37.9457
4416,1741.87,20.3553,2637.51,1895.68,2405.6,3799,,,20.3553
35200,5250.23,40.6613,3955.7,2918.15,2413.03,3800,,,40.6613
1664,648.905,14.7023,2907.88,3899.1,2399.7,3801,,,14.7023
6592,1710.29,23.2634,3070.26,3946.13,2405.92,3802,,,23.2634
3264,1040.27,18.4042,2721.7,4208.12,2401.83,3803,,,18.4042
4992,1408.78,21.2044,3995.73,4212.74,2404.47,3804,,,21.2044
236928,22315.4,76.7726,3045.3,1721.49,2438.25,3805,,,76.7726
2496,879.511,16.8299,3038.24,1856.03,2405.09,3806,,,16.8299
5120,1411.84,21.3841,2635.71,1924.05,2407.28,3807,,,21.3841
1792,694.422,15.07,2309.96,1924.25,2406.22,3808,,,15.07
22656,3930.23,35.1071,2711.45,2827.01,2414.94,3809,,,35.1071
1472,592.367,14.1136,3490.96,3663.62,2406.06,3810,,,14.1136
36864,5346.77,41.2922,2581.05,3754.89,2416.64,3811,,,41.2922
1856,838.244,15.2473,2898.82,4263.24,2403.76,3812,,,15.2473
4224,1235.33,20.0559,3103.56,4302.19,2407.78,3813,,,20.0559
1600,630.55,14.5113,2894.8,4310.94,2402.29,3814,,,14.5113
2112,772.176,15.9184,3132.29,4318.38,2407.42,3815,,,15.9184
72896,12026,51.8285,3056.93,4403.08,2425.64,3816,,,51.8285
1792,684.459,15.07,2896.81,1307.1,2406.65,3817,,,15.07
7936,1940.04,24.7477,3263.15,1559.75,2412.19,3818,,,24.7477
1664,652.382,14.7023,3428.49,1554.95,2407.7,3819,,,14.7023
2112,783.352,15.9184,4012.41,1990.74,2406.57,3820,,,15.9184
1920,724.187,15.4206,3618.02,2227.37,2408.4,3821,,,15.4206
8512,1984.95,25.3325,2570.72,2421.03,2413.94,3822,,,25.3325
2368,825.524,16.5372,2989.44,2492.83,2409.96,3823,,,16.5372
13824,2845.21,29.7768,3882.09,2805.6,2415.78,3824,,,29.7768
1600,755.263,14.5113,2192.4,3931.26,2412.37,3825,,,14.5113
1408,567.908,13.906,3755.5,3947.28,2407.11,3826,,,13.906
1664,652.251,14.7023,3268.03,3947.56,2408.16,3827,,,14.7023
4992,1496.37,21.2044,3732.49,4044.33,2411.44,3828,,,21.2044
3968,1474.96,19.6422,2260.89,4088.2,2417.12,3829,,,19.6422
3520,1103.37,18.8733,4022.67,4160.12,2412.1,3830,,,18.8733
105024,13220.5,58.5369,2797.39,1376.17,2437.51,3831,,,58.5369
5824,1621.36,22.3224,3175.88,1412.73,2416.78,3832,,,22.3224
1344,565.202,13.692,2994.58,1467.29,2412.46,3833,,,13.692
2560,891.249,16.9726,3216.36,1671.9,2415.03,3834,,,16.9726
14656,2892.09,30.3626,2366.34,1895.8,2422.16,3835,,,30.3626
4864,1398.91,21.0216,2712.85,2418.31,2416.67,3836,,,21.0216
19328,3536.41,33.2963,2861.02,3343.38,2423.95,3837,,,33.2963
10048,2256.39,26.7728,3577.1,3446.8,2417.5,3838,,,26.7728
2368,876.242,16.5372,4044.9,3657.16,2413.63,3839,,,16.5372
2432,844.086,16.6848,2299.8,3733.42,2412.93,3840,,,16.6848
2944,1173.59,17.782,3556.17,4250.58,2418.58,3841,,,17.782
29952,5021.09,38.5309,3953.79,1408.27,2430.56,3842,,,38.5309
2688,1127,17.2508,3964.58,1447.29,2420.07,3843,,,17.2508
5952,1783.82,22.4848,2493.75,1691.88,2419.49,3844,,,22.4848
6848,1714.82,23.5607,2577.46,1839.25,2421.55,3845,,,23.5607
9152,2087.37,25.9521,2528.22,2060.36,2421.25,3846,,,25.9521
2240,804.305,16.2337,2497.58,2243.22,2418.36,3847,,,16.2337
2304,818.801,16.3868,3272.4,2578.44,2418.15,3848,,,16.3868
49536,6619.9,45.566,2787.99,3065.4,2433.09,3849,,,45.566
3200,1041.58,18.2831,2618.48,3494.14,2417.73,3850,,,18.2831
1472,598.957,14.1136,3223.13,3702.93,2417.37,3851,,,14.1136
6976,1732.28,23.7066,3613.93,4046.88,2421.02,3852,,,23.7066
2688,899.904,17.2508,2822,4057.77,2417.41,3853,,,17.2508
2496,852.662,16.8299,2220.39,4252.13,2416.47,3854,,,16.8299
1856,702.973,15.2473,3964.47,4292.9,2415.35,3855,,,15.2473
14464,2885.81,30.2294,3360.37,4454.61,2424.93,3856,,,30.2294
2496,873.642,16.8299,3040.29,1343.41,2419.75,3857,,,16.8299
4800,1365.89,20.929,3427.12,1708.12,2422.13,3858,,,20.929
216832,18103.6,74.5375,3860.56,1715.59,2452.31,3859,,,74.5375
9472,2248.8,26.2511,2804.42,1876.4,2425.44,3860,,,26.2511
4160,1237.93,19.9541,3179.57,1917.81,2424.96,3861,,,19.9541
207616,18377.4,73.4662,3260.53,2059.94,2455.94,3862,,,73.4662
1856,700.58,15.2473,2778.68,2180.07,2421.41,3863,,,15.2473
2496,849.315,16.8299,2360.49,3324.44,2419.96,3864,,,16.8299
146240,14024.3,65.3666,2735.47,3809.68,2447.97,3865,,,65.3666
3392,1098.33,18.6417,3342.43,3951.4,2422.18,3866,,,18.6417
1664,646.486,14.7023,2210.65,4151.26,2420.93,3867,,,14.7023
2304,963.986,16.3868,3092.51,1621.33,2431.82,3868,,,16.3868
3328,1052.97,18.5237,2645.19,1880.03,2424.85,3869,,,18.5237
1536,610.931,14.3152,2649.46,2939.27,2422.6,3870,,,14.3152
2240,804.462,16.2337,3935.41,3088.25,2426.36,3871,,,16.2337
2112,828.581,15.9184,4081.14,3218.74,2426.69,3872,,,15.9184
6720,1725.48,23.413,3506.96,3246.04,2427.92,3873,,,23.413
850880,48565.7,117.568,3884.77,3355.32,2482.7,3874,,,117.568
9792,2375.82,26.5435,3120.29,3935.52,2429.89,3875,,,26.5435
1408,583.687,13.906,2652.41,4069.65,2423.48,3876,,,13.906
1472,595.688,14.1136,4081.57,4087.1,2423.45,3877,,,14.1136
1664,649.113,14.7023,4064.49,4139.72,2421.85,3878,,,14.7023
1408,573.672,13.906,2902.23,4211.1,2422.57,3879,,,13.906
70144,8741.77,51.1679,2803.39,1685.52,2443.18,3880,,,51.1679
1344,562.602,13.692,2449.24,1886.34,2426.74,3881,,,13.692
1600,631.322,14.5113,3519.28,2247.74,2427.89,3882,,,14.5113
3584,1105.33,18.987,3445.31,2292.89,2431.5,3883,,,18.987
3904,1168.61,19.5361,2394.63,2318.77,2429.42,3884,,,19.5361
2048,729.952,15.7559,3596.96,2593.1,2428.93,3885,,,15.7559
3136,1002.04,18.1604,3748.34,3671.27,2429.3,3886,,,18.1604
149568,15260.2,65.8587,4038.73,3678.03,2461.21,3887,,,65.8587
81984,9754.35,53.8985,2329.97,3773.47,2449.25,3888,,,53.8985
1344,559.281,13.692,3195.53,4094.15,2429.6,3889,,,13.692
1408,582.968,13.906,3022.23,4120.19,2427.66,3890,,,13.906
2624,884.634,17.1128,3281.2,4287.88,2428.39,3891,,,17.1128
150656,16443.5,66.0181,3123.97,1421.33,2468.55,3892,,,66.0181
4096,1193.13,19.8512,2634.83,1861.54,2434.93,3893,,,19.8512
1664,718.75,14.7023,2675.57,3607.1,2432.78,3894,,,14.7023
7360,1809.82,24.1338,2380.76,3796.22,2439.77,3895,,,24.1338
1600,630.472,14.5113,2583.6,3971.1,2431.73,3896,,,14.5113
1600,672.642,14.5113,2958.8,4027.9,2429.65,3897,,,14.5113
4352,1277.49,20.2565,3110.9,4047.87,2435.46,3898,,,20.2565
